Gene,five_prime_utr,three_prime_utr,mtif_support
YLR451W,92.0,191.0,3
YLR452C,172.0,187.0,2
YLR453C,24.0,830.0,4
YLR454W,,,0
YLR455W,236.0,411.0,59
YLR456W,12.0,68.0,23
YLR457C,9.0,148.0,8
YLR458W,,,0
YLR459W,12.0,57.0,25
YLR460C,46.0,57.0,3
YLR461W,,,0
YLR462W,,,0
YLR463C,,,0
YLR464W,,,0
YLR465C,,,0
YLR466C-A,,,0
YLR466C-B,,,0
YLR466W,,,0
YLR467C-A,,,0
YLR467W,,,0
YML001W,93.0,136.0,136
YML002W,241.0,179.0,2
YML003W,10.0,349.0,1
YML004C,15.0,136.0,1001
YML005W,7.0,58.0,23
YML006C,154.0,74.0,5
YML007C-A,1.0,1406.0,3
YML007W,162.0,219.0,52
YML008C,34.0,101.0,262
YML009C,42.0,142.0,196
YML009C-A,,,0
YML009W-B,741.0,211.0,66
YML010W,38.0,254.0,31
YML011C,36.0,114.0,7
YML012C-A,1479.0,244.0,1
YML012W,41.0,132.0,2521
YML013W,4.0,203.0,145
YML014W,10.0,96.0,85
YML015C,31.0,121.0,5
YML016C,,,0
YML017W,70.0,328.0,4
YML018C,73.0,128.0,138
YML019W,13.0,261.0,18
YML020W,176.0,169.0,2
YML021C,17.0,144.0,10
YML022W,22.0,208.0,979
YML023C,44.0,49.0,33
YML024W,26.0,61.0,104
YML025C,42.0,106.0,475
YML026C,22.0,228.0,1412
YML027W,71.0,170.0,7
YML028W,29.0,106.0,31256
YML029W,80.0,275.0,33
YML030W,23.0,232.0,36
YML031C-A,,,0
YML031W,42.0,76.0,262
YML032C,40.0,299.0,101
YML034C-A,,,0
YML034W,68.0,168.0,40
YML035C,164.0,165.0,49
YML036W,35.0,52.0,43
YML037C,59.0,1788.0,3
YML038C,154.0,215.0,38
YML041C,51.0,83.0,5
YML042W,149.0,118.0,1
YML043C,162.0,139.0,53
YML046W,88.0,68.0,2
YML047C,,,0
YML047W-A,,,0
YML048W,45.0,193.0,188
YML049C,,,0
YML050W,6.0,110.0,5
YML051W,30.0,100.0,166
YML052W,30.0,105.0,101
YML053C,68.0,45.0,54
YML054C,43.0,88.0,172
YML054C-A,,,0
YML055W,36.0,43.0,194
YML056C,54.0,113.0,374
YML057C-A,,,0
YML057W,83.0,71.0,27
YML058W,22.0,264.0,393
YML058W-A,43.0,132.0,9
YML059C,,,0
YML060W,46.0,167.0,12
YML061C,150.0,70.0,8
YML062C,32.0,69.0,18
YML063W,26.0,38.0,4869
YML064C,86.0,188.0,10
YML065W,94.0,91.0,20
YML066C,,,0
YML067C,11.0,32.0,98
YML068W,76.0,148.0,15
YML069W,57.0,67.0,894
YML070W,44.0,70.0,230
YML071C,76.0,44.0,463
YML072C,170.0,141.0,2
YML073C,17.0,77.0,11266
YML074C,26.0,101.0,20
YML075C,78.0,109.0,10
YML076C,16.0,155.0,3
YML077W,0.0,126.0,82
YML078W,25.0,151.0,1297
YML079W,9.0,57.0,402
YML080W,124.0,108.0,41
YML081C-A,59.0,108.0,14493
YML081W,145.0,74.0,3
YML082W,55.0,142.0,85
YML083C,2777.0,361.0,1
YML084W,,,0
YML085C,51.0,173.0,285
YML086C,156.0,116.0,195
YML087C,10.0,109.0,46
YML088W,32.0,59.0,4
YML089C,172.0,235.0,5
YML090W,,,0
YML091C,,,0
YML092C,21.0,108.0,173
YML093W,24.0,100.0,39
YML094C-A,263.0,1312.0,1
YML094W,17.0,95.0,51
YML095C,26.0,235.0,9
YML096W,24.0,121.0,63
YML097C,49.0,85.0,66
YML098W,24.0,159.0,81
YML099C,28.0,447.0,3
YML099W-A,,,0
YML100W,41.0,115.0,11
YML100W-A,455.0,237.0,2
YML101C,51.0,38.0,20
YML101C-A,21.0,64.0,2
YML102W,6.0,53.0,621
YML103C,,,0
YML104C,36.0,60.0,23
YML105C,31.0,110.0,80
YML106W,305.0,65.0,305
YML107C,13.0,21.0,73
YML108W,21.0,200.0,100
YML109W,53.0,80.0,6
YML110C,42.0,180.0,98
YML111W,61.0,151.0,1
YML112W,27.0,86.0,235
YML113W,38.0,127.0,40
YML114C,179.0,70.0,21
YML115C,43.0,177.0,117
YML116W,90.0,153.0,16
YML116W-A,303.0,42.0,160
YML117W,145.0,165.0,10
YML118W,121.0,37.0,3
YML119W,20.0,60.0,52
YML120C,60.0,364.0,243
YML121W,63.0,182.0,85
YML122C,8.0,158.0,1
YML123C,39.0,138.0,3061
YML124C,27.0,143.0,14
YML125C,23.0,76.0,831
YML126C,,,0
YML127W,80.0,177.0,2
YML128C,48.0,187.0,144
YML129C,22.0,196.0,377
YML130C,101.0,94.0,65
YML131W,40.0,193.0,36
YML132W,,,0
YML133C,,,0
YML133W-A,,,0
YML133W-B,,,0
YMR001C,351.0,159.0,8
YMR001C-A,23.0,219.0,0
YMR002W,34.0,244.0,936
YMR003W,41.0,84.0,68
YMR004W,60.0,148.0,71
YMR005W,71.0,85.0,15
YMR006C,58.0,101.0,149
YMR007W,12.0,162.0,3
YMR008C,108.0,339.0,25
YMR008C-A,66.0,405.0,4
YMR009W,53.0,80.0,69
YMR010W,228.0,105.0,30
YMR011W,38.0,115.0,1032
YMR012W,128.0,136.0,3
YMR013C,70.0,87.0,16
YMR013C-A,188.0,1379.0,16
YMR013W-A,4.0,84.0,5
YMR014W,26.0,98.0,241
YMR015C,54.0,190.0,153
YMR016C,224.0,135.0,22
YMR017W,128.0,85.0,1
YMR018W,907.0,65.0,1
YMR019W,,,0
YMR020W,101.0,91.0,12
YMR021C,23.0,276.0,63
YMR022W,29.0,158.0,189
YMR023C,22.0,56.0,19
YMR024W,9.0,129.0,2
YMR025W,12.0,41.0,7
YMR026C,96.0,89.0,17
YMR027W,78.0,57.0,245
YMR028W,20.0,102.0,28
YMR029C,29.0,86.0,45
YMR030W,146.0,108.0,6
YMR030W-A,405.0,43.0,1
YMR031C,79.0,172.0,6
YMR031W-A,,,0
YMR032W,104.0,154.0,27
YMR033W,43.0,155.0,609
YMR034C,208.0,107.0,26
YMR035W,29.0,101.0,8
YMR036C,42.0,138.0,26
YMR037C,429.0,240.0,3
YMR038C,30.0,127.0,160
YMR039C,100.0,62.0,38
YMR040W,92.0,78.0,10
YMR041C,18.0,121.0,58
YMR042W,17.0,457.0,270
YMR043W,7.0,63.0,20
YMR044W,16.0,184.0,180
YMR046W-A,286.0,116.0,1
YMR047C,75.0,85.0,27
YMR048W,25.0,109.0,14
YMR049C,34.0,60.0,420
YMR052C-A,273.0,24.0,3
YMR052W,11.0,138.0,30
YMR053C,0.0,110.0,6
YMR054W,214.0,118.0,21
YMR055C,29.0,79.0,35
YMR056C,81.0,125.0,11
YMR057C,,,0
YMR058W,55.0,139.0,6031
YMR059W,41.0,103.0,61
YMR060C,21.0,41.0,94
YMR061W,24.0,61.0,82
YMR062C,15.0,111.0,114
YMR063W,37.0,1776.0,36
YMR064W,863.0,113.0,36
YMR065W,,,0
YMR066W,28.0,70.0,2
YMR067C,27.0,33.0,7
YMR068W,14.0,94.0,4
YMR069W,1444.0,469.0,1
YMR070W,197.0,150.0,1
YMR071C,80.0,69.0,40
YMR072W,22.0,138.0,168
YMR073C,27.0,96.0,49
YMR074C,12.0,49.0,600
YMR075C-A,,,0
YMR075W,1.0,114.0,5
YMR076C,90.0,139.0,4
YMR077C,1.0,198.0,4
YMR078C,13.0,122.0,51
YMR079W,35.0,330.0,453
YMR080C,70.0,422.0,27
YMR081C,138.0,188.0,26
YMR082C,,,0
YMR083W,54.0,94.0,422
YMR084W,316.0,1482.0,1
YMR085W,289.0,45.0,2
YMR086C-A,788.0,1410.0,2
YMR086W,57.0,138.0,6
YMR087W,58.0,34.0,29
YMR088C,142.0,114.0,350
YMR089C,199.0,179.0,22
YMR090W,46.0,43.0,29
YMR091C,11.0,67.0,40
YMR092C,82.0,72.0,129
YMR093W,50.0,103.0,140
YMR094W,10.0,621.0,5
YMR095C,172.0,315.0,0
YMR096W,29.0,140.0,6
YMR097C,50.0,50.0,17
YMR098C,82.0,74.0,55
YMR099C,23.0,89.0,585
YMR100W,354.0,220.0,4
YMR101C,237.0,194.0,1
YMR102C,157.0,119.0,3
YMR103C,2258.0,54.0,70
YMR104C,69.0,572.0,70
YMR105C,59.0,150.0,4211
YMR105W-A,679.0,63.0,1
YMR106C,40.0,127.0,5
YMR107W,38.0,152.0,3
YMR108W,191.0,161.0,379
YMR109W,41.0,82.0,42
YMR110C,9.0,152.0,80
YMR111C,82.0,152.0,13
YMR112C,4.0,121.0,5
YMR113W,57.0,62.0,14
YMR114C,54.0,91.0,8
YMR115W,48.0,125.0,118
YMR116C,29.0,154.0,2159
YMR117C,42.0,1925.0,78
YMR118C,89.0,60.0,1
YMR119W,185.0,134.0,15
YMR119W-A,842.0,80.0,12
YMR120C,43.0,163.0,921
YMR121C,35.0,52.0,71
YMR122C,679.0,17.0,2
YMR122W-A,44.0,232.0,738
YMR123W,28.0,88.0,91
YMR124W,279.0,80.0,3
YMR125W,75.0,136.0,13
YMR126C,189.0,96.0,8
YMR127C,92.0,208.0,26
YMR128W,46.0,77.0,10
YMR129W,58.0,106.0,7
YMR130W,76.0,75.0,16
YMR131C,45.0,72.0,150
YMR132C,87.0,222.0,21
YMR133W,3.0,397.0,1
YMR134W,39.0,8.0,68
YMR135C,53.0,176.0,3
YMR135W-A,,,0
YMR136W,98.0,72.0,24
YMR137C,40.0,16.0,14
YMR138W,0.0,76.0,212
YMR139W,192.0,235.0,36
YMR140W,52.0,840.0,13
YMR141C,26.0,1265.0,1
YMR141W-A,384.0,1851.0,1
YMR142C,34.0,98.0,5491
YMR143W,21.0,83.0,2312
YMR144W,126.0,169.0,18
YMR145C,203.0,199.0,342
YMR146C,38.0,85.0,1368
YMR147W,24.0,165.0,23
YMR148W,1191.0,165.0,23
YMR149W,,,0
YMR150C,,,0
YMR151W,307.0,1323.0,1
YMR152W,11.0,73.0,10
YMR153C-A,42.0,268.0,5
YMR153W,52.0,149.0,52
YMR154C,21.0,204.0,6
YMR155W,22.0,159.0,48
YMR156C,12.0,56.0,18
YMR157C,46.0,100.0,26
YMR158C-A,1562.0,87.0,7
YMR158W,56.0,85.0,408
YMR158W-B,,,0
YMR159C,2537.0,1369.0,1
YMR160W,47.0,43.0,9
YMR161W,49.0,381.0,205
YMR162C,,,0
YMR163C,145.0,56.0,2
YMR164C,,,0
YMR165C,108.0,106.0,12
YMR166C,253.0,230.0,7
YMR167W,19.0,369.0,6
YMR168C,36.0,791.0,3
YMR169C,322.0,55.0,11
YMR170C,26.0,139.0,51
YMR171C,196.0,234.0,34
YMR172C-A,,,0
YMR172W,16.0,127.0,1
YMR173W,54.0,115.0,62
YMR173W-A,262.0,15.0,62
YMR174C,34.0,162.0,32
YMR175W,21.0,116.0,4
YMR175W-A,,,0
YMR176W,102.0,57.0,2
YMR177W,137.0,84.0,164
YMR178W,47.0,51.0,38
YMR179W,156.0,112.0,2
YMR180C,25.0,144.0,3
YMR181C,178.0,288.0,61
YMR182C,113.0,442.0,50
YMR182W-A,224.0,143.0,3
YMR183C,77.0,244.0,63
YMR184W,48.0,41.0,17
YMR185W,22.0,65.0,3
YMR186W,27.0,91.0,888
YMR187C,22.0,231.0,10
YMR188C,74.0,131.0,90
YMR189W,106.0,79.0,65
YMR190C,171.0,132.0,1
YMR191W,,,0
YMR192W,80.0,80.0,6
YMR193C-A,,,0
YMR193W,31.0,123.0,29
YMR194C-A,49.0,104.0,2
YMR194C-B,36.0,47.0,31
YMR194W,17.0,74.0,9273
YMR195W,5.0,125.0,479
YMR196W,77.0,106.0,4
YMR197C,38.0,176.0,22
YMR198W,286.0,103.0,26
YMR199W,198.0,118.0,112
YMR200W,121.0,347.0,360
YMR201C,19.0,62.0,7
YMR202W,25.0,66.0,230
YMR203W,65.0,206.0,92
YMR204C,20.0,286.0,3
YMR205C,55.0,112.0,50
YMR206W,154.0,77.0,23
YMR207C,,,0
YMR208W,18.0,109.0,1479
YMR209C,33.0,104.0,136
YMR210W,23.0,59.0,43
YMR211W,18.0,135.0,33
YMR212C,142.0,118.0,43
YMR213W,16.0,37.0,102
YMR214W,30.0,123.0,18
YMR215W,78.0,128.0,874
YMR216C,178.0,112.0,39
YMR217W,59.0,100.0,257
YMR218C,32.0,81.0,6
YMR219W,,,0
YMR220W,18.0,73.0,93
YMR221C,21.0,84.0,769
YMR222C,40.0,84.0,13
YMR223W,218.0,442.0,21
YMR224C,48.0,89.0,9
YMR225C,21.0,184.0,592
YMR226C,50.0,61.0,1155
YMR227C,53.0,112.0,11
YMR228W,19.0,105.0,32
YMR229C,,,0
YMR230W,32.0,93.0,2357
YMR230W-A,886.0,51.0,5
YMR231W,52.0,188.0,27
YMR232W,,,0
YMR233W,45.0,205.0,33
YMR234W,73.0,144.0,5
YMR235C,44.0,188.0,62
YMR236W,10.0,46.0,239
YMR237W,84.0,163.0,57
YMR238W,134.0,90.0,241
YMR239C,50.0,149.0,44
YMR240C,56.0,52.0,56
YMR241W,145.0,52.0,170
YMR242C,30.0,107.0,1399
YMR242W-A,,,0
YMR243C,111.0,194.0,230
YMR244C-A,67.0,188.0,18
YMR244W,,,0
YMR245W,153.0,59.0,0
YMR246W,227.0,180.0,1020
YMR247C,,,0
YMR247W-A,,,0
YMR250W,43.0,94.0,15
YMR251W,241.0,695.0,1
YMR251W-A,41.0,282.0,9971
YMR252C,43.0,183.0,5
YMR253C,51.0,26.0,3
YMR254C,854.0,2821.0,1
YMR255W,53.0,123.0,21
YMR256C,29.0,167.0,626
YMR257C,388.0,236.0,13
YMR258C,39.0,33.0,54
YMR259C,59.0,50.0,3
YMR260C,25.0,160.0,1577
YMR261C,86.0,145.0,18
YMR262W,55.0,220.0,10
YMR263W,26.0,70.0,116
YMR264W,46.0,134.0,117
YMR265C,3.0,81.0,19
YMR266W,78.0,187.0,3
YMR267W,112.0,155.0,9
YMR268C,42.0,166.0,21
YMR269W,30.0,55.0,80
YMR270C,141.0,139.0,8
YMR271C,65.0,157.0,2
YMR272C,39.0,175.0,292
YMR272W-A,,,0
YMR272W-B,,,0
YMR273C,199.0,75.0,30
YMR274C,47.0,63.0,19
YMR275C,51.0,127.0,34
YMR276W,28.0,108.0,872
YMR277W,119.0,129.0,358
YMR278W,40.0,107.0,560
YMR279C,29.0,67.0,6
YMR280C,82.0,57.0,1
YMR281W,74.0,95.0,10
YMR282C,58.0,133.0,9
YMR283C,132.0,77.0,3
YMR284W,26.0,98.0,9
YMR285C,8.0,158.0,68
YMR286W,17.0,124.0,215
YMR287C,75.0,110.0,1
YMR288W,21.0,54.0,10
YMR289W,18.0,516.0,10
YMR290C,27.0,248.0,182
YMR290W-A,,,0
YMR291W,83.0,152.0,11
YMR292W,30.0,101.0,185
YMR293C,30.0,89.0,14
YMR294W,27.0,139.0,7
YMR294W-A,,,0
YMR295C,55.0,190.0,741
YMR296C,102.0,84.0,253
YMR297W,72.0,108.0,1281
YMR298W,22.0,114.0,168
YMR299C,10.0,113.0,26
YMR300C,126.0,63.0,143
YMR301C,67.0,54.0,182
YMR302C,75.0,101.0,41
YMR303C,58.0,97.0,11
YMR304C-A,1209.0,51.0,3
YMR304W,196.0,279.0,2
YMR305C,115.0,188.0,577
YMR306C-A,303.0,804.0,1
YMR306W,,,0
YMR307C-A,,,0
YMR307W,35.0,177.0,2871
YMR308C,147.0,75.0,19
YMR309C,56.0,228.0,26
YMR310C,45.0,68.0,74
YMR311C,39.0,130.0,31
YMR312W,22.0,106.0,70
YMR313C,38.0,179.0,19
YMR314W,43.0,158.0,4464
YMR315W,42.0,111.0,169
YMR315W-A,79.0,1511.0,3
YMR316C-A,860.0,448.0,2
YMR316C-B,1165.0,123.0,4
YMR316W,64.0,69.0,32
YMR317W,,,0
YMR318C,27.0,152.0,1703
YMR319C,79.0,226.0,36
YMR320W,1285.0,491.0,4
YMR321C,,,0
YMR322C,,,0
YMR323W,,,0
YMR324C,,,0
YMR325W,,,0
YMR326C,,,0
YNL001W,11.0,67.0,13
YNL002C,17.0,65.0,752
YNL003C,32.0,186.0,22
YNL004W,20.0,138.0,123
YNL005C,45.0,76.0,265
YNL006W,11.0,347.0,27
YNL007C,127.0,52.0,53
YNL008C,48.0,39.0,18
YNL009W,34.0,140.0,9
YNL010W,39.0,125.0,3906
YNL011C,34.0,81.0,12
YNL012W,11.0,159.0,2
YNL013C,,,0
YNL014W,,,0
YNL015W,35.0,88.0,2
YNL016W,58.0,27.0,4090
YNL017C,,,0
YNL018C,,,0
YNL019C,27.0,114.0,0
YNL020C,45.0,152.0,12
YNL021W,60.0,133.0,7
YNL022C,25.0,95.0,222
YNL023C,62.0,73.0,5
YNL024C,19.0,103.0,40
YNL024C-A,54.0,269.0,245
YNL025C,27.0,697.0,52
YNL026W,19.0,122.0,69
YNL027W,109.0,105.0,7
YNL028W,1195.0,296.0,1
YNL029C,45.0,90.0,31
YNL030W,30.0,176.0,19724
YNL031C,16.0,250.0,33558
YNL032W,140.0,130.0,23
YNL033W,12.0,111.0,2
YNL034W,,,0
YNL035C,32.0,214.0,13
YNL036W,51.0,55.0,121
YNL037C,105.0,126.0,108
YNL038W,11.0,113.0,198
YNL039W,18.0,53.0,19
YNL040W,29.0,153.0,200
YNL041C,55.0,179.0,40
YNL042W,765.0,103.0,9
YNL042W-B,,,0
YNL043C,113.0,37.0,9
YNL044W,71.0,168.0,1593
YNL045W,10.0,67.0,20
YNL046W,186.0,154.0,43
YNL047C,29.0,83.0,79
YNL048W,27.0,100.0,938
YNL049C,14.0,92.0,54
YNL050C,19.0,65.0,7
YNL051W,0.0,41.0,14
YNL052W,31.0,268.0,274
YNL053W,120.0,134.0,278
YNL054W,76.0,332.0,1
YNL055C,39.0,61.0,20879
YNL056W,25.0,167.0,176
YNL057W,1218.0,1191.0,2
YNL058C,28.0,107.0,54
YNL059C,16.0,110.0,11
YNL061W,18.0,159.0,6
YNL062C,29.0,101.0,80
YNL063W,124.0,43.0,9
YNL064C,193.0,122.0,2656
YNL065W,93.0,127.0,106
YNL066W,195.0,198.0,706
YNL067W,33.0,230.0,549
YNL067W-A,56.0,453.0,1
YNL067W-B,,,0
YNL068C,210.0,170.0,15
YNL069C,15.0,156.0,3205
YNL070W,53.0,137.0,450
YNL071W,31.0,155.0,3433
YNL072W,21.0,83.0,58
YNL073W,17.0,93.0,54
YNL074C,46.0,157.0,134
YNL075W,0.0,73.0,70
YNL076W,272.0,79.0,9
YNL077W,117.0,62.0,4
YNL078W,9.0,90.0,25
YNL079C,40.0,180.0,1159
YNL080C,172.0,98.0,6
YNL081C,34.0,177.0,84
YNL082W,45.0,83.0,14
YNL083W,30.0,338.0,59
YNL084C,54.0,77.0,253
YNL085W,266.0,295.0,9
YNL086W,87.0,88.0,64
YNL087W,67.0,205.0,8
YNL088W,,,0
YNL089C,191.0,110.0,0
YNL090W,144.0,358.0,42
YNL091W,141.0,72.0,4
YNL092W,65.0,80.0,4
YNL093W,260.0,275.0,6
YNL094W,275.0,51.0,28
YNL095C,166.0,245.0,36
YNL096C,44.0,216.0,1069
YNL097C,108.0,120.0,22
YNL097C-B,,,0
YNL097W-A,129.0,21.0,3
YNL098C,15.0,53.0,33
YNL099C,33.0,262.0,123
YNL100W,42.0,116.0,96
YNL101W,187.0,190.0,24
YNL102W,102.0,107.0,1
YNL103W,156.0,83.0,19
YNL103W-A,649.0,302.0,2
YNL104C,110.0,142.0,176
YNL105W,,,0
YNL106C,102.0,82.0,3
YNL107W,3.0,162.0,20
YNL108C,38.0,154.0,107
YNL109W,95.0,376.0,2
YNL110C,38.0,120.0,883
YNL111C,31.0,241.0,149
YNL112W,41.0,133.0,556
YNL113W,48.0,179.0,136
YNL114C,235.0,408.0,2
YNL115C,21.0,153.0,71
YNL116W,61.0,159.0,341
YNL117W,6.0,82.0,3
YNL118C,52.0,113.0,23
YNL119W,8.0,132.0,174
YNL120C,,,0
YNL121C,48.0,236.0,300
YNL122C,59.0,212.0,1
YNL123W,33.0,64.0,25
YNL124W,28.0,88.0,18
YNL125C,176.0,97.0,16
YNL126W,55.0,76.0,8
YNL127W,53.0,154.0,2
YNL128W,48.0,141.0,1
YNL129W,5.0,123.0,42
YNL130C,42.0,112.0,150
YNL130C-A,464.0,19.0,2
YNL131W,47.0,325.0,2118
YNL132W,91.0,87.0,277
YNL133C,20.0,114.0,23
YNL134C,45.0,51.0,307
YNL135C,31.0,193.0,1276
YNL136W,9.0,105.0,11
YNL137C,94.0,219.0,41
YNL138W,26.0,145.0,1382
YNL138W-A,83.0,75.0,7
YNL139C,,,0
YNL140C,386.0,211.0,29
YNL141W,25.0,115.0,51
YNL142W,335.0,89.0,2
YNL143C,,,0
YNL144C,115.0,63.0,3
YNL144W-A,211.0,472.0,0
YNL145W,41.0,169.0,3
YNL146C-A,467.0,51.0,1
YNL146W,70.0,310.0,18
YNL147W,45.0,43.0,44
YNL148C,11.0,166.0,251
YNL149C,18.0,105.0,637
YNL150W,,,0
YNL151C,50.0,145.0,38
YNL152W,26.0,68.0,9
YNL153C,37.0,221.0,154
YNL154C,214.0,146.0,12
YNL155W,104.0,125.0,14
YNL156C,171.0,123.0,206
YNL157W,24.0,81.0,62
YNL158W,36.0,731.0,53
YNL159C,21.0,565.0,17
YNL160W,55.0,228.0,198
YNL161W,140.0,89.0,100
YNL162W,30.0,90.0,395
YNL162W-A,17.0,375.0,113
YNL163C,65.0,119.0,43
YNL164C,165.0,67.0,25
YNL165W,77.0,151.0,105
YNL166C,10.0,95.0,29
YNL167C,344.0,217.0,25
YNL168C,34.0,156.0,570
YNL169C,107.0,87.0,71
YNL170W,923.0,967.0,2
YNL171C,,,0
YNL172W,,,0
YNL173C,40.0,95.0,62
YNL174W,,,0
YNL175C,36.0,121.0,66
YNL176C,179.0,251.0,40
YNL177C,49.0,168.0,356
YNL178W,18.0,59.0,219114
YNL179C,1557.0,2980.0,1
YNL180C,192.0,91.0,31
YNL181W,69.0,85.0,15
YNL182C,60.0,85.0,1024
YNL183C,204.0,127.0,4
YNL184C,,,0
YNL185C,97.0,127.0,44
YNL186W,153.0,107.0,25
YNL187W,166.0,384.0,14
YNL188W,98.0,22.0,8
YNL189W,192.0,121.0,1089
YNL190W,240.0,619.0,439
YNL191W,62.0,76.0,12
YNL192W,148.0,189.0,2
YNL193W,24.0,53.0,210
YNL194C,90.0,1286.0,1
YNL195C,38.0,99.0,1
YNL196C,,,0
YNL197C,360.0,692.0,8
YNL198C,,,0
YNL199C,128.0,177.0,12
YNL200C,100.0,76.0,21
YNL201C,271.0,129.0,5
YNL202W,20.0,126.0,10
YNL203C,246.0,1231.0,2
YNL204C,1019.0,167.0,2
YNL205C,208.0,1440.0,2
YNL206C,7.0,73.0,97
YNL207W,125.0,50.0,98
YNL208W,19.0,95.0,4157
YNL209W,23.0,119.0,6903
YNL210W,970.0,2655.0,1
YNL211C,51.0,178.0,43
YNL212W,60.0,147.0,164
YNL213C,88.0,124.0,15
YNL214W,21.0,254.0,282
YNL215W,33.0,48.0,68
YNL216W,83.0,136.0,11
YNL217W,27.0,107.0,307
YNL218W,243.0,64.0,8
YNL219C,146.0,167.0,81
YNL220W,91.0,107.0,381
YNL221C,62.0,142.0,13
YNL222W,37.0,176.0,59
YNL223W,4.0,68.0,437
YNL224C,89.0,137.0,17
YNL225C,47.0,107.0,3
YNL226W,145.0,39.0,1
YNL227C,52.0,72.0,117
YNL228W,608.0,185.0,2
YNL229C,217.0,10.0,1
YNL230C,63.0,379.0,3
YNL231C,148.0,77.0,94
YNL232W,62.0,69.0,22
YNL233W,185.0,85.0,27
YNL234W,33.0,131.0,6
YNL235C,,,0
YNL236W,47.0,91.0,63
YNL237W,47.0,184.0,16
YNL238W,282.0,132.0,12
YNL239W,51.0,130.0,105
YNL240C,21.0,110.0,2
YNL241C,59.0,198.0,148
YNL242W,94.0,52.0,1
YNL243W,53.0,86.0,8
YNL244C,33.0,134.0,388
YNL245C,19.0,619.0,94
YNL246W,7.0,278.0,429
YNL247W,4.0,98.0,13
YNL248C,38.0,201.0,239
YNL249C,22.0,547.0,22
YNL250W,35.0,180.0,1
YNL251C,272.0,75.0,49
YNL252C,20.0,129.0,115
YNL253W,32.0,156.0,23
YNL254C,48.0,995.0,17
YNL255C,27.0,281.0,253
YNL256W,52.0,60.0,40
YNL257C,101.0,90.0,1
YNL258C,8.0,85.0,9
YNL259C,29.0,90.0,190
YNL260C,40.0,356.0,9
YNL261W,71.0,102.0,9
YNL262W,,,0
YNL263C,143.0,100.0,65
YNL264C,4.0,142.0,31
YNL265C,21.0,150.0,42
YNL266W,,,0
YNL267W,79.0,131.0,3
YNL268W,55.0,133.0,137
YNL269W,608.0,533.0,3
YNL270C,186.0,94.0,7
YNL271C,,,0
YNL272C,96.0,112.0,13
YNL273W,49.0,54.0,3
YNL274C,67.0,106.0,75
YNL275W,17.0,89.0,247
YNL276C,11.0,1368.0,9
YNL277W,110.0,120.0,16
YNL277W-A,2.0,318.0,5
YNL278W,116.0,196.0,6
YNL279W,0.0,260.0,0
YNL280C,73.0,105.0,560
YNL281W,429.0,158.0,69
YNL282W,15.0,814.0,12
YNL283C,366.0,118.0,139
YNL284C,,,0
YNL285W,,,0
YNL286W,95.0,81.0,6
YNL287W,189.0,232.0,35
YNL288W,125.0,152.0,19
YNL289W,37.0,122.0,131
YNL290W,8.0,75.0,51
YNL291C,198.0,120.0,108
YNL292W,9.0,111.0,178
YNL293W,41.0,101.0,7
YNL294C,179.0,155.0,151
YNL295W,137.0,137.0,64
YNL296W,,,0
YNL297C,,,0
YNL298W,189.0,106.0,2
YNL299W,84.0,59.0,147
YNL300W,92.0,256.0,775
YNL301C,24.0,160.0,7029
YNL302C,21.0,129.0,4775
YNL303W,,,0
YNL304W,50.0,127.0,11
YNL305C,31.0,88.0,107
YNL306W,26.0,114.0,95
YNL307C,163.0,343.0,237
YNL308C,37.0,140.0,2179
YNL309W,65.0,127.0,81
YNL310C,49.0,89.0,103
YNL311C,14.0,59.0,59
YNL312W,39.0,78.0,568
YNL313C,15.0,87.0,41
YNL314W,3.0,97.0,4
YNL315C,10.0,109.0,12
YNL316C,56.0,50.0,124
YNL317W,11.0,103.0,77
YNL318C,393.0,107.0,0
YNL319W,,,0
YNL320W,57.0,125.0,57
YNL321W,35.0,130.0,8
YNL322C,18.0,77.0,60
YNL323W,44.0,116.0,116
YNL324W,,,0
YNL325C,25.0,49.0,8
YNL326C,46.0,113.0,7
YNL327W,31.0,118.0,47
YNL328C,71.0,308.0,3
YNL329C,18.0,60.0,4
YNL330C,55.0,120.0,23
YNL331C,184.0,214.0,4
YNL332W,,,0
YNL333W,,,0
YNL334C,,,0
YNL335W,,,0
YNL336W,,,0
YNL337W,,,0
YNL338W,,,0
YNL339C,,,0
YNL339W-A,,,0
YNL339W-B,,,0
YNR001C,100.0,120.0,1919
YNR001W-A,57.0,325.0,2
YNR002C,37.0,148.0,22
YNR003C,29.0,100.0,114
YNR003W-A,,,0
YNR004W,26.0,406.0,94
YNR005C,,,0
YNR006W,28.0,86.0,29
YNR007C,53.0,303.0,16
YNR008W,31.0,245.0,26
YNR009W,84.0,168.0,22
YNR010W,42.0,117.0,13
YNR011C,10.0,157.0,52
YNR012W,92.0,79.0,151
YNR013C,43.0,102.0,54
YNR014W,51.0,169.0,16
YNR015W,11.0,100.0,13
YNR016C,,,0
YNR017W,212.0,138.0,194
YNR018W,50.0,126.0,422
YNR019W,42.0,144.0,1
YNR020C,,,0
YNR021W,27.0,184.0,126
YNR022C,33.0,113.0,431
YNR023W,40.0,123.0,9
YNR024W,16.0,127.0,305
YNR025C,,,0
YNR026C,36.0,337.0,148
YNR027W,69.0,261.0,31
YNR028W,67.0,90.0,255
YNR029C,29.0,88.0,62
