Gene	span_growth_nt	n_new_gene_overlaps	max_gene_overlap_nt	max_same_strand_orf_overlap_nt
YMR141C	0	0	0	0
YMR141W-A	0	0	0	0
YMR142C	23	0	0	0
YMR143W	45	0	0	0
YMR144W	0	0	0	0
YMR145C	0	0	0	0
YMR146C	4	0	0	0
YMR147W	197	1	860	684
YMR148W	4	1	860	447
YMR149W	967	3	860	684
YMR150C	465	1	96	0
YMR151W	0	0	0	0
YMR152W	83	0	0	0
YMR153C-A	0	0	0	0
YMR153W	13	0	0	0
YMR154C	4	0	0	0
YMR155W	0	0	0	0
YMR156C	2	0	0	0
YMR157C	0	0	0	0
YMR158C-A	0	0	0	0
YMR158W	5	0	0	0
YMR158W-B	0	0	0	0
YMR159C	0	0	0	0
YMR160W	85	1	24	0
YMR161W	12	2	77	0
YMR162C	382	1	77	0
YMR163C	4	0	0	0
YMR164C	518	0	0	0
YMR165C	217	0	0	0
YMR166C	0	0	0	0
YMR167W	713	1	1172	0
YMR168C	632	1	1172	0
YMR169C	4	0	0	0
YMR170C	0	0	0	0
YMR171C	0	0	0	0
YMR172C-A	0	0	0	0
YMR172W	107	0	0	0
YMR173W	34	0	0	0
YMR173W-A	265	0	0	0
YMR174C	0	1	194	0
YMR175W	0	1	240	240
YMR175W-A	824	2	240	240
YMR176W	184	1	3	0
YMR177W	350	1	3	0
YMR178W	0	0	0	0
YMR179W	280	0	0	0
YMR180C	35	0	0	0
YMR181C	0	0	0	0
YMR182C	0	0	0	0
YMR182W-A	0	0	0	0
YMR183C	17	0	0	0
YMR184W	38	0	0	0
YMR185W	103	0	0	0
YMR186W	17	0	0	0
YMR187C	7	0	0	0
YMR188C	0	0	0	0
YMR189W	0	0	0	0
YMR190C	55	0	0	0
YMR191W	161	0	0	0
YMR192W	0	0	0	0
YMR193C-A	0	0	0	0
YMR193W	59	0	0	0
YMR194C-A	0	0	0	0
YMR194C-B	61	0	0	0
YMR194W	4	0	0	0
YMR195W	0	1	34	0
YMR196W	137	1	34	0
YMR197C	0	0	0	0
YMR198W	6	0	0	0
YMR199W	275	0	0	0
YMR200W	0	0	0	0
YMR201C	127	0	0	0
YMR202W	0	0	0	0
YMR203W	0	0	0	0
YMR204C	0	0	0	0
YMR205C	0	0	0	0
YMR206W	220	0	0	0
YMR207C	513	0	0	0
YMR208W	3	0	0	0
YMR209C	0	0	0	0
YMR210W	0	0	0	0
YMR211W	1	0	0	0
YMR212C	0	0	0	0
YMR213W	0	0	0	0
YMR214W	0	0	0	0
YMR215W	0	0	0	0
YMR216C	0	0	0	0
YMR217W	82	0	0	0
YMR218C	245	1	500	0
YMR219W	779	1	500	0
YMR220W	0	0	0	0
YMR221C	0	0	0	0
YMR222C	0	0	0	0
YMR223W	0	0	0	0
YMR224C	0	0	0	0
YMR225C	0	0	0	0
YMR226C	2	0	0	0
YMR227C	0	0	0	0
YMR228W	0	0	0	0
YMR229C	412	0	0	0
YMR230W	0	0	0	0
YMR230W-A	12	0	0	0
YMR231W	24	1	10	0
YMR232W	140	1	10	0
YMR233W	3	0	0	0
YMR234W	12	0	0	0
YMR235C	0	0	0	0
YMR236W	0	0	0	0
YMR237W	76	0	0	0
YMR238W	0	0	0	0
YMR239C	5	0	0	0
YMR240C	3	0	0	0
YMR241W	0	0	0	0
YMR242C	6	0	0	0
YMR242W-A	0	0	0	0
YMR243C	0	0	0	0
YMR244C-A	0	0	0	0
YMR244W	0	0	0	0
YMR245W	0	0	0	0
YMR246W	3	0	0	0
YMR247C	122	0	0	0
YMR247W-A	0	0	0	0
YMR250W	155	0	0	0
YMR251W	0	0	0	0
YMR251W-A	0	1	84	0
YMR252C	0	0	0	0
YMR253C	782	1	84	0
YMR254C	0	0	0	0
YMR255W	0	0	0	0
YMR256C	0	0	0	0
YMR257C	0	0	0	0
YMR258C	0	0	0	0
YMR259C	0	0	0	0
YMR260C	7	0	0	0
YMR261C	7	0	0	0
YMR262W	4	0	0	0
YMR263W	46	0	0	0
YMR264W	0	0	0	0
YMR265C	229	0	0	0
YMR266W	204	0	0	0
YMR267W	37	0	0	0
YMR268C	0	0	0	0
YMR269W	3	0	0	0
YMR270C	0	0	0	0
YMR271C	3	0	0	0
YMR272C	6	0	0	0
YMR272W-A	0	0	0	0
YMR272W-B	0	0	0	0
YMR273C	5	0	0	0
YMR274C	0	0	0	0
YMR275C	0	0	0	0
YMR276W	0	0	0	0
YMR277W	4	0	0	0
YMR278W	0	0	0	0
YMR279C	0	0	0	0
YMR280C	152	0	0	0
YMR281W	0	0	0	0
YMR282C	99	1	1	0
YMR283C	208	1	1	0
YMR284W	8	0	0	0
YMR285C	429	1	262	0
YMR286W	3	1	262	0
YMR287C	31	0	0	0
YMR288W	34	0	0	0
YMR289W	7	0	0	0
YMR290C	0	0	0	0
YMR290W-A	0	0	0	0
YMR291W	6	0	0	0
YMR292W	0	0	0	0
YMR293C	0	0	0	0
YMR294W	9	0	0	0
YMR294W-A	1054	1	83	0
YMR295C	44	0	0	0
YMR296C	4	1	83	0
YMR297W	25	0	0	0
YMR298W	10	0	0	0
YMR299C	17	0	0	0
YMR300C	24	0	0	0
YMR301C	1	0	0	0
YMR302C	16	0	0	0
YMR303C	0	0	0	0
YMR304C-A	996	1	118	0
YMR304W	773	2	118	0
YMR305C	1	1	23	0
YMR306C-A	0	0	0	0
YMR306W	748	1	55	0
YMR307C-A	0	0	0	0
YMR307W	0	1	55	0
YMR308C	26	0	0	0
YMR309C	6	0	0	0
YMR310C	18	0	0	0
YMR311C	0	0	0	0
YMR312W	9	0	0	0
YMR313C	0	0	0	0
YMR314W	0	0	0	0
YMR315W	104	0	0	0
YMR315W-A	0	0	0	0
YMR316C-A	0	0	0	0
YMR316C-B	72	0	0	0
YMR316W	13	0	0	0
YMR317W	0	0	0	0
YMR318C	0	0	0	0
YMR319C	384	0	0	0
YMR320W	0	0	0	0
YMR321C	0	0	0	0
YMR322C	0	0	0	0
YMR323W	0	0	0	0
YMR324C	0	0	0	0
YMR325W	0	0	0	0
YMR326C	0	0	0	0
YNCA0002W	0	0	0	0
YNCA0005W	0	0	0	0
YNCB0002W	0	0	0	0
YNCC0002W	0	0	0	0
YNCC0013W	0	0	0	0
YNCD0003W	0	0	0	0
YNCD0017W	0	0	0	0
YNCD0018W	0	0	0	0
YNCD0023C	0	0	0	0
YNCD0031C	0	0	0	0
YNCF0002W	0	0	0	0
YNCF0005C	0	0	0	0
YNCF0007W	0	0	0	0
YNCF0009C	0	0	0	0
YNCF0012C	0	0	0	0
YNCG0004W	0	0	0	0
YNCG0008W	0	0	0	0
YNCG0009C	0	0	0	0
YNCG0019W	0	0	0	0
YNCG0020C	0	0	0	0
YNCG0029C	0	0	0	0
YNCG0040C	0	0	0	0
YNCG0042C	0	0	0	0
YNCH0009C	0	0	0	0
YNCH0010C	0	0	0	0
YNCH0013C	0	0	0	0
YNCJ0010W	0	0	0	0
YNCJ0019C	0	0	0	0
YNCJ0027C	0	0	0	0
YNCJ0029W	0	0	0	0
YNCK0010W	0	0	0	0
YNCK0016W	0	0	0	0
YNCK0021W	0	0	0	0
YNCL0001W	0	0	0	0
YNCL0032C	0	1	19	19
YNCL0033C	0	0	0	0
YNCL0034W	0	0	0	0
YNCL0037W	0	0	0	0
YNCL0039W	0	0	0	0
YNCL0047W	0	0	0	0
YNCM0006W	0	0	0	0
YNCM0008C	0	0	0	0
YNCM0019W	0	0	0	0
YNCM0022C	0	0	0	0
YNCM0027W	0	0	0	0
YNCM0037W	0	0	0	0
YNCN0006W	0	0	0	0
YNCN0007W	0	0	0	0
YNCN0009W	0	0	0	0
YNCN0011W	0	0	0	0
YNCO0008W	0	0	0	0
YNCO0010W	0	0	0	0
YNCO0011W	0	0	0	0
YNCO0016W	0	0	0	0
YNCO0017W	0	0	0	0
YNCO0025W	0	0	0	0
YNCO0031W	0	0	0	0
YNCP0001C	0	0	0	0
YNCP0005C	0	0	0	0
YNCP0008C	0	0	0	0
YNCP0011C	0	0	0	0
YNCP0017C	0	0	0	0
YNCQ0006W	0	0	0	0
YNL001W	0	0	0	0
YNL002C	5	0	0	0
YNL003C	19	0	0	0
YNL004W	0	0	0	0
YNL005C	0	0	0	0
YNL006W	0	0	0	0
YNL007C	26	0	0	0
YNL008C	0	0	0	0
YNL009W	0	0	0	0
YNL010W	0	0	0	0
YNL011C	206	1	95	0
YNL012W	308	1	95	0
YNL013C	0	0	0	0
YNL014W	0	0	0	0
YNL015W	0	0	0	0
YNL016W	36	0	0	0
YNL017C	0	0	0	0
YNL018C	429	0	0	0
YNL019C	0	0	0	0
YNL020C	0	0	0	0
YNL021W	20	0	0	0
YNL022C	0	0	0	0
YNL023C	10	0	0	0
YNL024C	0	0	0	0
YNL024C-A	0	0	0	0
YNL025C	74	0	0	0
YNL026W	13	0	0	0
YNL027W	11	0	0	0
YNL028W	0	0	0	0
YNL029C	10	0	0	0
YNL030W	9	0	0	0
YNL031C	49	0	0	0
YNL032W	0	0	0	0
YNL033W	0	0	0	0
YNL034W	303	0	0	0
YNL035C	0	0	0	0
YNL036W	0	0	0	0
YNL037C	15	0	0	0
YNL038W	0	0	0	0
YNL039W	25	0	0	0
YNL040W	93	0	0	0
YNL041C	226	1	115	0
YNL042W	0	1	115	0
YNL042W-B	0	0	0	0
YNL043C	0	0	0	0
YNL044W	151	1	122	0
YNL045W	697	1	122	0
YNL046W	0	0	0	0
YNL047C	26	0	0	0
YNL048W	0	0	0	0
YNL049C	19	0	0	0
YNL050C	18	0	0	0
YNL051W	2	0	0	0
YNL052W	0	0	0	0
YNL053W	597	1	670	395
YNL054W	564	1	670	395
YNL054W-A	0	0	0	0
YNL054W-B	0	0	0	0
YNL055C	3	0	0	0
YNL056W	3	0	0	0
YNL057W	0	0	0	0
YNL058C	27	0	0	0
YNL059C	0	0	0	0
YNL061W	2	0	0	0
YNL062C	27	0	0	0
YNL063W	29	0	0	0
YNL064C	0	0	0	0
YNL065W	0	0	0	0
YNL066W	0	0	0	0
YNL067W	0	0	0	0
YNL067W-A	0	0	0	0
YNL067W-B	0	0	0	0
YNL068C	8	0	0	0
YNL069C	31	0	0	0
YNL070W	0	0	0	0
YNL071W	9	0	0	0
YNL072W	0	0	0	0
YNL073W	0	0	0	0
YNL074C	10	0	0	0
YNL075W	0	0	0	0
YNL076W	324	0	0	0
YNL077W	291	1	109	0
YNL078W	0	1	109	0
YNL079C	0	0	0	0
YNL080C	0	0	0	0
YNL081C	17	0	0	0
YNL082W	6	0	0	0
YNL083W	0	0	0	0
YNL084C	0	0	0	0
YNL085W	4	0	0	0
YNL086W	0	0	0	0
YNL087W	2	0	0	0
YNL088W	286	0	0	0
YNL089C	0	0	0	0
YNL090W	0	0	0	0
YNL091W	14	0	0	0
YNL092W	0	1	17	0
YNL093W	351	1	17	0
YNL094W	0	1	474	0
YNL095C	786	1	474	0
YNL096C	0	0	0	0
YNL097C	0	0	0	0
YNL097C-B	0	0	0	0
YNL097W-A	0	0	0	0
YNL098C	5	0	0	0
YNL099C	33	0	0	0
YNL100W	3	0	0	0
YNL101W	0	0	0	0
YNL102W	309	0	0	0
YNL103W	6	0	0	0
YNL103W-A	0	0	0	0
YNL104C	0	0	0	0
YNL105W	0	0	0	0
YNL106C	373	0	0	0
YNL107W	0	0	0	0
YNL108C	0	0	0	0
YNL109W	0	0	0	0
YNL110C	19	0	0	0
YNL111C	0	0	0	0
YNL112W	10	0	0	0
YNL113W	0	0	0	0
YNL114C	0	0	0	0
YNL115C	0	0	0	0
YNL116W	3	0	0	0
YNL117W	142	0	0	0
YNL118C	0	0	0	0
YNL119W	0	0	0	0
YNL120C	0	0	0	0
YNL121C	0	1	9	0
YNL122C	294	1	9	0
YNL123W	205	0	0	0
YNL124W	13	0	0	0
YNL125C	6	0	0	0
YNL126W	251	1	22	0
YNL127W	109	1	22	0
YNL128W	161	0	0	0
YNL129W	0	0	0	0
YNL130C	0	0	0	0
YNL130C-A	0	0	0	0
YNL131W	4	0	0	0
YNL132W	0	0	0	0
YNL133C	0	0	0	0
YNL134C	2	0	0	0
YNL135C	0	0	0	0
YNL136W	0	0	0	0
YNL137C	0	0	0	0
YNL138W	0	0	0	0
YNL138W-A	0	0	0	0
YNL139C	282	1	30	0
YNL140C	0	0	0	0
YNL141W	0	1	30	0
YNL142W	0	0	0	0
YNL143C	421	0	0	0
YNL144C	690	0	0	0
YNL144W-A	0	0	0	0
YNL145W	0	0	0	0
YNL146C-A	0	0	0	0
YNL146W	0	0	0	0
YNL147W	36	1	99	0
YNL148C	491	1	398	0
YNL149C	272	1	99	0
YNL150W	0	1	398	0
YNL151C	0	0	0	0
YNL152W	11	1	314	0
YNL153C	0	0	0	0
YNL154C	588	1	314	0
YNL155W	38	0	0	0
YNL156C	0	0	0	0
YNL157W	34	0	0	0
YNL158W	0	0	0	0
YNL159C	3	0	0	0
YNL160W	701	0	0	0
YNL161W	0	0	0	0
YNL162W	0	0	0	0
YNL162W-A	11	0	0	0
YNL163C	0	0	0	0
YNL164C	0	0	0	0
YNL165W	0	0	0	0
YNL166C	1	0	0	0
YNL167C	0	0	0	0
YNL168C	4	0	0	0
YNL169C	0	1	146	0
YNL170W	1905	1	1188	868
YNL171C	12	0	0	0
YNL172W	408	2	1188	868
YNL173C	70	0	0	0
YNL174W	0	0	0	0
YNL175C	0	0	0	0
YNL176C	1	0	0	0
YNL177C	0	0	0	0
YNL178W	32	0	0	0
YNL179C	445	0	0	0
YNL180C	2	0	0	0
YNL181W	0	0	0	0
YNL182C	4	0	0	0
YNL183C	155	0	0	0
YNL184C	497	1	94	0
YNL185C	0	0	0	0
YNL186W	399	1	94	0
YNL187W	7	0	0	0
YNL188W	8	0	0	0
YNL189W	0	0	0	0
YNL190W	32	0	0	0
YNL191W	0	0	0	0
YNL192W	194	0	0	0
YNL193W	0	0	0	0
YNL194C	301	1	183	0
YNL195C	465	1	183	0
YNL196C	107	0	0	0
YNL197C	2	0	0	0
YNL198C	0	0	0	0
YNL199C	4	0	0	0
YNL200C	0	0	0	0
YNL201C	464	0	0	0
YNL202W	42	1	414	0
YNL203C	0	2	469	469
YNL204C	683	2	469	469
YNL205C	1135	1	55	55
YNL206C	0	0	0	0
YNL207W	0	0	0	0
YNL208W	10	0	0	0
YNL209W	0	0	0	0
YNL210W	0	0	0	0
YNL211C	23	0	0	0
YNL212W	0	0	0	0
YNL213C	4	0	0	0
YNL214W	0	0	0	0
YNL215W	0	0	0	0
YNL216W	10	0	0	0
YNL217W	727	0	0	0
YNL218W	223	0	0	0
YNL219C	0	0	0	0
YNL220W	0	0	0	0
YNL221C	47	0	0	0
YNL222W	122	1	11	0
YNL223W	27	1	11	0
YNL224C	0	0	0	0
YNL225C	3	0	0	0
YNL226W	0	0	0	0
YNL227C	14	0	0	0
YNL228W	0	0	0	0
YNL229C	357	0	0	0
YNL230C	9	0	0	0
YNL231C	482	0	0	0
YNL232W	0	0	0	0
YNL233W	104	0	0	0
YNL234W	14	0	0	0
YNL235C	0	0	0	0
YNL236W	3	0	0	0
YNL237W	2	0	0	0
YNL238W	15	0	0	0
YNL239W	2	0	0	0
YNL240C	8	0	0	0
YNL241C	0	0	0	0
YNL242W	338	0	0	0
YNL243W	0	0	0	0
YNL244C	0	0	0	0
YNL245C	0	0	0	0
YNL246W	0	0	0	0
YNL247W	5	0	0	0
YNL248C	0	1	71	0
YNL249C	99	1	71	0
YNL250W	641	0	0	0
YNL251C	0	0	0	0
YNL252C	19	0	0	0
YNL253W	0	0	0	0
YNL254C	0	0	0	0
YNL255C	14	0	0	0
YNL256W	0	0	0	0
YNL257C	96	0	0	0
YNL258C	14	0	0	0
YNL259C	0	0	0	0
YNL260C	410	0	0	0
YNL261W	861	1	859	687
YNL262W	174	1	859	687
YNL263C	0	0	0	0
YNL264C	24	0	0	0
YNL265C	111	0	0	0
YNL266W	30	1	1	0
YNL267W	159	2	17	0
YNL268W	0	1	17	0
YNL269W	0	0	0	0
YNL270C	0	0	0	0
YNL271C	437	0	0	0
YNL272C	0	0	0	0
YNL273W	110	0	0	0
YNL274C	21	0	0	0
YNL275W	4	0	0	0
YNL276C	0	0	0	0
YNL277W	5	0	0	0
YNL277W-A	0	0	0	0
YNL278W	324	1	303	71
YNL279W	260	1	303	71
YNL280C	6	0	0	0
YNL281W	28	0	0	0
YNL282W	0	0	0	0
YNL283C	0	0	0	0
YNL284C	511	0	0	0
YNL284C-A	0	0	0	0
YNL284C-B	0	0	0	0
YNL285W	0	0	0	0
YNL286W	0	0	0	0
YNL287W	5	0	0	0
YNL288W	0	0	0	0
YNL289W	0	0	0	0
YNL290W	11	0	0	0
YNL291C	0	0	0	0
YNL292W	0	0	0	0
YNL293W	0	0	0	0
YNL294C	0	0	0	0
YNL295W	7	0	0	0
YNL296W	0	0	0	0
YNL297C	114	0	0	0
YNL298W	47	0	0	0
YNL299W	0	0	0	0
YNL300W	19	0	0	0
YNL301C	0	0	0	0
YNL302C	0	0	0	0
YNL303W	994	0	0	0
YNL304W	6	0	0	0
YNL305C	10	0	0	0
YNL306W	0	0	0	0
YNL307C	0	0	0	0
YNL308C	0	0	0	0
YNL309W	0	0	0	0
YNL310C	0	1	94	0
YNL311C	101	1	94	0
YNL312W	0	0	0	0
YNL313C	3	0	0	0
YNL314W	0	0	0	0
YNL315C	0	0	0	0
YNL316C	3	0	0	0
YNL317W	0	0	0	0
YNL318C	0	0	0	0
YNL319W	993	0	0	0
YNL320W	0	1	12	0
YNL321W	154	1	12	0
YNL322C	12	0	0	0
YNL323W	0	0	0	0
YNL324W	0	0	0	0
YNL325C	71	0	0	0
YNL326C	0	0	0	0
YNL327W	547	0	0	0
YNL328C	0	0	0	0
YNL329C	723	0	0	0
YNL330C	14	0	0	0
YNL331C	4	0	0	0
YNL332W	0	0	0	0
YNL333W	318	0	0	0
YNL334C	149	0	0	0
YNL335W	0	0	0	0
YNL336W	85	0	0	0
YNL337W	0	0	0	0
YNL338W	0	0	0	0
YNL339C	488	0	0	0
YNL339W-A	0	0	0	0
YNL339W-B	0	0	0	0
YNR001C	0	0	0	0
YNR001W-A	0	0	0	0
YNR002C	10	0	0	0
YNR003C	0	0	0	0
YNR003W-A	0	0	0	0
YNR004W	0	0	0	0
YNR005C	0	0	0	0
YNR006W	0	0	0	0
YNR007C	0	0	0	0
YNR008W	0	0	0	0
YNR009W	292	0	0	0
YNR010W	0	0	0	0
YNR011C	0	0	0	0
YNR012W	1	0	0	0
YNR013C	9	0	0	0
YNR014W	2	0	0	0
YNR015W	3	1	91	0
YNR016C	184	1	91	0
YNR017W	0	0	0	0
YNR018W	5	0	0	0
YNR019W	0	0	0	0
YNR020C	422	1	237	0
YNR021W	10	1	237	0
YNR022C	0	0	0	0
YNR023W	10	0	0	0
YNR024W	0	0	0	0
YNR025C	987	0	0	0
YNR026C	0	0	0	0
YNR027W	0	0	0	0
YNR028W	790	0	0	0
YNR029C	0	0	0	0
YNR030W	0	1	111	0
YNR031C	259	1	111	0
YNR032C-A	58	0	0	0
YNR032W	0	1	8	0
YNR033W	127	1	8	0
YNR034W	0	0	0	0
YNR034W-A	0	0	0	0
YNR035C	0	0	0	0
YNR036C	6	0	0	0
YNR037C	0	0	0	0
YNR038W	2	0	0	0
YNR039C	92	0	0	0
YNR040W	17	0	0	0
YNR041C	0	0	0	0
YNR042W	0	0	0	0
YNR043W	0	0	0	0
YNR044W	347	0	0	0
YNR045W	0	0	0	0
YNR046W	3	0	0	0
YNR047W	0	0	0	0
YNR048W	0	0	0	0
YNR049C	0	0	0	0
YNR050C	0	0	0	0
YNR051C	0	0	0	0
YNR052C	0	0	0	0
YNR053C	144	0	0	0
YNR054C	2	0	0	0
YNR055C	0	0	0	0
YNR056C	992	1	141	0
YNR057C	0	1	179	0
YNR058W	399	2	179	0
YNR059W	0	0	0	0
YNR060W	661	0	0	0
YNR061C	0	0	0	0
YNR062C	0	0	0	0
YNR063W	1062	1	878	0
YNR064C	67	1	878	0
YNR065C	871	1	760	760
YNR066C	0	1	760	760
YNR067C	0	0	0	0
YNR068C	774	1	1619	698
YNR069C	926	1	1619	698
YNR070W	1081	0	0	0
YNR071C	121	0	0	0
YNR072W	0	0	0	0
YNR073C	414	0	0	0
YNR074C	11	0	0	0
YNR075C-A	0	1	93	0
YNR075W	1568	1	93	0
YNR076W	0	0	0	0
YNR077C	0	0	0	0
YOL001W	82	0	0	0
YOL002C	4	0	0	0
YOL003C	15	0	0	0
YOL004W	553	0	0	0
YOL005C	0	0	0	0
YOL006C	2	0	0	0
YOL007C	115	0	0	0
YOL008W	0	1	36	0
YOL009C	103	1	36	0
YOL010W	5	0	0	0
YOL011W	7	0	0	0
YOL012C	3	0	0	0
YOL013C	0	0	0	0
YOL013W-A	0	0	0	0
YOL013W-B	0	0	0	0
YOL014W	0	0	0	0
YOL015W	729	0	0	0
YOL016C	0	0	0	0
YOL017W	0	0	0	0
YOL018C	17	0	0	0
YOL019W	0	0	0	0
YOL019W-A	0	0	0	0
YOL020W	0	0	0	0
YOL021C	162	0	0	0
YOL022C	8	0	0	0
YOL023W	0	0	0	0
YOL024W	49	0	0	0
YOL025W	0	0	0	0
YOL026C	4	0	0	0
YOL027C	0	0	0	0
YOL028C	1140	1	80	0
YOL029C	271	0	0	0
YOL030W	0	1	80	0
YOL031C	20	0	0	0
YOL032W	0	0	0	0
YOL033W	0	0	0	0
YOL034W	62	0	0	0
YOL035C	0	0	0	0
YOL036W	534	1	311	0
YOL037C	0	0	0	0
YOL038C-A	0	0	0	0
YOL038W	9	1	311	0
YOL039W	0	0	0	0
YOL040C	0	0	0	0
YOL041C	0	0	0	0
YOL042W	0	0	0	0
YOL043C	12	0	0	0
YOL044W	0	0	0	0
YOL045W	796	0	0	0
YOL046C	0	0	0	0
YOL047C	0	0	0	0
YOL048C	9	0	0	0
YOL049W	0	0	0	0
YOL050C	0	0	0	0
YOL051W	401	0	0	0
YOL052C	0	0	0	0
YOL052C-A	8	0	0	0
YOL053W	46	0	0	0
YOL054W	0	0	0	0
YOL055C	46	1	17	0
YOL056W	5	1	17	0
YOL057W	0	0	0	0
YOL058W	0	0	0	0
YOL059W	20	0	0	0
YOL060C	0	0	0	0
YOL061W	11	0	0	0
YOL062C	0	0	0	0
YOL063C	0	0	0	0
YOL064C	4	0	0	0
YOL065C	0	0	0	0
YOL066C	0	0	0	0
YOL067C	0	0	0	0
YOL068C	171	0	0	0
YOL069W	11	0	0	0
YOL070C	1	0	0	0
YOL071W	0	1	80	0
YOL072W	134	1	80	0
YOL073C	0	1	34	0
YOL075C	499	1	34	0
YOL076W	0	0	0	0
YOL077C	19	0	0	0
YOL077W-A	0	0	0	0
YOL078W	96	0	0	0
YOL079W	0	0	0	0
YOL080C	16	0	0	0
YOL081W	388	0	0	0
YOL082W	0	0	0	0
YOL083C-A	0	0	0	0
YOL083W	14	0	0	0
YOL084W	300	1	38	0
YOL085C	347	0	0	0
YOL085W-A	0	1	38	0
YOL086C	96	0	0	0
YOL086W-A	0	0	0	0
YOL087C	135	0	0	0
YOL088C	0	0	0	0
YOL089C	8	0	0	0
YOL090W	19	0	0	0
YOL091W	249	1	144	0
YOL092W	11	1	144	0
YOL093W	46	0	0	0
YOL094C	10	0	0	0
YOL095C	159	0	0	0
YOL096C	0	0	0	0
YOL097C	0	0	0	0
YOL097W-A	0	0	0	0
YOL098C	2	0	0	0
YOL099C	992	0	0	0
YOL100W	317	0	0	0
YOL101C	62	0	0	0
YOL102C	0	0	0	0
YOL103W	3	0	0	0
YOL103W-A	0	0	0	0
YOL103W-B	0	0	0	0
YOL104C	832	1	138	0
YOL105C	4	1	138	0
YOL106W	34	0	0	0
YOL107W	435	1	330	0
YOL108C	0	1	330	0
YOL109W	0	0	0	0
YOL110W	0	0	0	0
YOL111C	0	0	0	0
YOL112W	4	0	0	0
YOL113W	2	0	0	0
YOL114C	2	0	0	0
YOL115W	0	0	0	0
YOL116W	389	1	304	199
YOL117W	149	1	304	199
YOL118C	0	0	0	0
YOL119C	4	0	0	0
YOL120C	19	0	0	0
YOL121C	0	0	0	0
YOL122C	0	0	0	0
YOL123W	0	0	0	0
YOL124C	0	0	0	0
YOL125W	225	0	0	0
YOL126C	3	0	0	0
YOL127W	11	0	0	0
YOL128C	6	0	0	0
YOL129W	0	0	0	0
YOL130W	16	0	0	0
YOL131W	293	0	0	0
YOL132W	0	0	0	0
YOL133W	0	0	0	0
YOL134C	0	0	0	0
YOL135C	0	0	0	0
YOL136C	0	0	0	0
YOL137W	14	0	0	0
YOL138C	0	0	0	0
YOL139C	0	0	0	0
YOL140W	0	0	0	0
YOL141W	0	0	0	0
YOL142W	59	0	0	0
YOL143C	1	0	0	0
YOL144W	0	0	0	0
YOL145C	157	0	0	0
YOL146W	0	0	0	0
YOL147C	9	0	0	0
YOL148C	145	1	97	0
YOL149W	142	1	97	0
YOL150C	0	0	0	0
YOL151W	0	0	0	0
YOL152W	1037	0	0	0
YOL153C	0	0	0	0
YOL154W	545	0	0	0
YOL155C	537	0	0	0
YOL155W-A	0	0	0	0
YOL156W	0	0	0	0
YOL157C	190	0	0	0
YOL158C	0	0	0	0
YOL159C	217	0	0	0
YOL159C-A	0	0	0	0
YOL160W	0	0	0	0
YOL161C	0	0	0	0
YOL162W	0	0	0	0
YOL163W	0	0	0	0
YOL164W	30	0	0	0
YOL164W-A	0	0	0	0
YOL165C	0	0	0	0
YOL166C	0	0	0	0
YOL166W-A	0	0	0	0
YOR001W	0	0	0	0
YOR002W	9	0	0	0
YOR003W	250	0	0	0
YOR004W	7	0	0	0
YOR005C	322	1	42	0
YOR006C	20	1	42	0
YOR007C	0	0	0	0
YOR008C	0	0	0	0
YOR008C-A	0	0	0	0
YOR008W-B	0	1	102	102
YOR009W	930	1	102	102
YOR010C	0	0	0	0
YOR011W	651	0	0	0
YOR011W-A	0	0	0	0
YOR012W	392	0	0	0
YOR013W	61	0	0	0
YOR014W	0	0	0	0
YOR015W	7	0	0	0
YOR016C	40	0	0	0
YOR017W	211	0	0	0
YOR018W	191	0	0	0
YOR019W	318	0	0	0
YOR020C	0	0	0	0
YOR020W-A	0	0	0	0
YOR021C	24	0	0	0
YOR022C	37	0	0	0
YOR023C	8	0	0	0
YOR024W	0	0	0	0
YOR025W	8	1	2	0
YOR026W	38	2	583	381
YOR027W	593	1	583	381
YOR028C	3	0	0	0
YOR029W	878	0	0	0
YOR030W	9	0	0	0
YOR031W	0	0	0	0
YOR032C	275	0	0	0
YOR032W-A	0	0	0	0
YOR033C	82	1	11	0
YOR034C	222	2	11	0
YOR034C-A	487	0	0	0
YOR035C	810	2	415	0
YOR036W	3	1	415	0
YOR037W	0	0	0	0
YOR038C	0	0	0	0
YOR039W	0	0	0	0
YOR040W	354	0	0	0
YOR041C	34	0	0	0
YOR042W	7	0	0	0
YOR043W	4	0	0	0
YOR044W	0	0	0	0
YOR045W	0	0	0	0
YOR046C	15	0	0	0
YOR047C	8	0	0	0
YOR048C	11	0	0	0
YOR049C	83	0	0	0
YOR050C	0	0	0	0
YOR051C	0	0	0	0
YOR052C	0	0	0	0
YOR053W	0	0	0	0
YOR054C	0	0	0	0
YOR055W	0	0	0	0
YOR056C	3	0	0	0
YOR057W	0	0	0	0
YOR058C	2	0	0	0
YOR059C	889	0	0	0
YOR060C	0	0	0	0
YOR061W	0	0	0	0
YOR062C	0	0	0	0
YOR063W	3	0	0	0
YOR064C	359	1	71	0
YOR065W	2	1	71	0
YOR066W	94	0	0	0
YOR067C	0	0	0	0
YOR068C	0	0	0	0
YOR069W	0	0	0	0
YOR070C	4	0	0	0
YOR071C	840	1	223	0
YOR072W	0	1	223	0
YOR072W-A	0	0	0	0
YOR072W-B	0	0	0	0
YOR073W	0	0	0	0
YOR073W-A	0	0	0	0
