gene	chr	strand	orf_span	cds_len	depth_orf1000	depth_ourref	mean_read_len	mtif_support	drs_5	nag_5	final_5	pel_5	drs_3	nag_3	final_3	pel_3	shortfall_5	shortfall_3	shortfall_nt_5	shortfall_nt_3	verdict_5	verdict_3
YDL101C	IV	-	1542	1542	282.0	94.0	520.8	55.0	29.0	48.0	48	13.0	111.0	297.0	297	128.0	1.0	1.0	19.0	186.0	both too long	DRS too short
YDL102W	IV	+	3294	3294	87.0	84.0	686.8	6.0	73.0		73	81.0	126.0		126	109.0						
YDL103C	IV	-	1434	1434	100.0	156.0	817.8	115.0	52.0	66.0	66	73.0	98.0	224.0	224	93.0	1.0	1.0	14.0	126.0	both too short	both too long
YDL104C	IV	-	1224	1224	96.0	29.0	527.5	11.0	288.0	35.0	288	19.0	5.0	139.0	139	84.0	0.0	1.0		134.0		DRS too short
YDL105W	IV	+	1209	1209	39.0	52.0	583.7	14.0	36.0	40.0	40	44.0	32.0	536.0	536	159.0	1.0	1.0	4.0	504.0	both too short	DRS too short
YDL106C	IV	-	1680	1680	77.0	70.0	696.7	3.0	54.0	300.0	300	12.0	14.0	94.0	94	267.0	1.0	1.0	246.0	80.0	both too long	both too short
YDL107W	IV	+	1056	1056	138.0	103.0	585.5	4.0	43.0	70.0	70	27.0	149.0	204.0	204	152.0	1.0	1.0	27.0	55.0	both too long	DRS too short
YDL108W	IV	+	1002	921	75.0	109.0	726.4	30.0	29.0	339.0	339	32.0	52.0	37.0	52	86.0	1.0	0.0	310.0		DRS too short	
YDL109C	IV	-	1944	1944	32.0	57.0	604.8	1.0	342.0		342	352.0	910.0		910	287.0						
YDL110C	IV	-	453	453	38.0	42.0	565.6	95.0	603.0	786.0	786	57.0	164.0	163.0	164	184.0	1.0	0.0	183.0		both too long	
YDL111C	IV	-	798	798	258.0	207.0	582.7	60.0	58.0	68.0	68	67.0	67.0	161.0	161	63.0	1.0	1.0	10.0	94.0	DRS too short	both too long
YDL112W	IV	+	4311	4311	252.0	276.0	856.0	1.0	63.0	40.0	63	41.0	94.0	110.0	110	111.0	0.0	1.0		16.0		both too short
YDL113C	IV	-	1923	1923	97.0	167.0	831.9	67.0	60.0	62.0	62	63.0	81.0	120.0	120	120.0	1.0	1.0	2.0	39.0	both too short	both too short
YDL114W	IV	+	927	927	76.0		514.3	1.0			0	183.0			0	108.0						
YDL114W-A	IV	+	114	114	17.0		792.8	1.0	122.0	763.0	763	764.0	100.0	221.0	221	222.0	1.0	1.0	641.0	121.0	both too short	both too short
YDL115C	IV	-	1132	1062	136.0	86.0	520.5	29.0	31.0	77.0	77	42.0	93.0	91.0	93	92.0	1.0	0.0	46.0		DRS too short	
YDL116W	IV	+	2181	2181	193.0	236.0	812.0	17.0	52.0	61.0	61	41.0	69.0	57.0	69	66.0	1.0	0.0	9.0		both too long	
YDL117W	IV	+	2658	2658	64.0	89.0	739.7	28.0	289.0	309.0	309	12.0	138.0	150.0	150	151.0	1.0	1.0	20.0	12.0	both too long	both too short
YDL118W	IV	+	381	381	69.0	23.0	561.7	0.0	741.0		741		91.0		91							
YDL119C	IV	-	924	924	120.0	74.0	561.9	9.0	171.0	171.0	171	52.0	60.0	159.0	159	156.0	0.0	1.0		99.0		DRS too short
YDL120W	IV	+	525	525	206.0	182.0	536.7	112.0	33.0	92.0	92	76.0	73.0	247.0	247	154.0	1.0	1.0	59.0	174.0	DRS too short	DRS too short
YDL121C	IV	-	450	450	180.0	405.0	537.0	86.0		73.0	73	19.0		186.0	186	200.0						
YDL122W	IV	+	2430	2430	188.0	31.0	507.2	8.0	162.0	247.0	247	215.0	65.0	70.0	70	81.0	1.0	1.0	85.0	5.0	DRS too short	both too short
YDL123W	IV	+	423	423	309.0	313.0	550.8	11.0	284.0	690.0	690	44.0	492.0	400.0	492	488.0	1.0	0.0	406.0		both too long	
YDL124W	IV	+	939	939	481.0	481.0	715.2	29.0	82.0	134.0	134	45.0	73.0	74.0	74	72.0	1.0	1.0	52.0	1.0	both too long	both too long
YDL125C	IV	-	588	477	461.0	779.0	558.2	41.0	172.0	239.0	239	210.0	114.0	116.0	116	117.0	1.0	1.0	67.0	2.0	DRS too short	both too short
YDL126C	IV	-	2508	2508	1071.0	1209.0	789.4	206.0	38.0	64.0	64	44.0	73.0	90.0	90	91.0	1.0	1.0	26.0	17.0	DRS too short	both too short
YDL127W	IV	+	927	927	494.0	43.0	438.8	8.0	131.0	53.0	131	35.0	172.0	254.0	254	167.0	0.0	1.0		82.0		both too long
YDL128W	IV	+	1236	1236	225.0	229.0	652.1	36.0	341.0	131.0	341	61.0	117.0	191.0	191	173.0	0.0	1.0		74.0		DRS too short
YDL129W	IV	+	876	876	2200.0	29.0	424.6	5.0	156.0	112.0	156	150.0	266.0	439.0	439	440.0	0.0	1.0		173.0		both too short
YDL130W	IV	+	622	321	4086.0	6229.0	444.6	5311.0	16.0	28.0	28	17.0	98.0	311.0	311	93.0	1.0	1.0	12.0	213.0	DRS too short	both too long
YDL130W-A	IV	+	261	261	230.0	200.0	370.7	422.0	64.0	75.0	75	19.0	159.0	185.0	185	162.0	1.0	1.0	11.0	26.0	both too long	DRS too short
YDL131W	IV	+	1323	1323	445.0	490.0	756.3	752.0	81.0	35.0	81	36.0	104.0	302.0	302	102.0	0.0	1.0		198.0		both too long
YDL132W	IV	+	2448	2448	133.0	139.0	884.8	0.0	250.0		250		163.0		163							
YDL133C-A	IV	-	78	78	12344.0	26191.0	310.9	2590.0		150.0	150	18.0		244.0	244	201.0						
YDL133W	IV	+	1314	1314	13122.0	113.0	312.7	164.0	132.0	483.0	483	135.0	97.0	92.0	97	99.0	1.0	0.0	351.0		DRS too short	
YDL134C	IV	-	1110	1110	1107.0	377.0	365.8	873.0	491.0	750.0	750	471.0	87.0	168.0	168	82.0	1.0	1.0	259.0	81.0	both too long	both too long
YDL135C	IV	-	609	609	3534.0	690.0	483.8	290.0	161.0	157.0	161	45.0	94.0	328.0	328	278.0	0.0	1.0		234.0		DRS too short
YDL136W	IV	+	768	363	3717.0	6147.0	484.1	486.0	0.0	32.0	32	33.0	89.0	323.0	323	75.0	1.0	1.0	32.0	234.0	both too short	both too long
YDL137W	IV	+	917	546	1235.0	1558.0	715.0	977.0	39.0	142.0	142	102.0	138.0	248.0	248	130.0	1.0	1.0	103.0	110.0	DRS too short	both too long
YDL138W	IV	+	2292	2292	51.0	48.0	687.8	4.0	172.0	123.0	172	234.0	106.0	68.0	106	144.0	0.0	0.0				
YDL139C	IV	-	672	672	24.0	10.0	367.1	3.0	66.0	50.0	66	19.0	114.0	116.0	116	103.0	0.0	1.0		2.0		both too long
YDL140C	IV	-	5202	5202	128.0	151.0	599.3	0.0	64.0		64		118.0		118							
YDL141W	IV	+	2073	2073	119.0	93.0	700.3	25.0	179.0	296.0	296	187.0	264.0	262.0	264	263.0	1.0	0.0	117.0		DRS too short	
YDL142C	IV	-	852	852	248.0	76.0	530.2	51.0	72.0	91.0	91	63.0	40.0	126.0	126	127.0	1.0	1.0	19.0	86.0	both too long	both too short
YDL143W	IV	+	1587	1587	344.0	519.0	841.1	2711.0	29.0	34.0	34	35.0	102.0	259.0	259	98.0	1.0	1.0	5.0	157.0	both too short	both too long
YDL144C	IV	-	1071	1071	63.0	75.0	861.4	63.0	33.0	25.0	33	17.0	94.0	186.0	186	92.0	0.0	1.0		92.0		both too long
YDL145C	IV	-	3606	3606	424.0	564.0	811.0	8.0	249.0	304.0	304	255.0	164.0	156.0	164	182.0	1.0	0.0	55.0		DRS too short	
YDL146W	IV	+	1476	1476	477.0	76.0	447.1	10.0	172.0	195.0	195	191.0	127.0	258.0	258	22.0	1.0	1.0	23.0	131.0	DRS too short	both too long
YDL147W	IV	+	1338	1338	937.0	1185.0	992.5	473.0	47.0	33.0	47	59.0	144.0	382.0	382	146.0	0.0	1.0		238.0		DRS too short
YDL148C	IV	-	2433	2433	176.0	253.0	861.5	14.0	39.0	60.0	60	30.0	200.0	285.0	285	281.0	1.0	1.0	21.0	85.0	both too long	DRS too short
YDL149W	IV	+	2994	2994	190.0	63.0	527.9	4.0	372.0		372	45.0	98.0		98	97.0						
YDL150W	IV	+	1269	1269	65.0	59.0	508.5	3.0	123.0	171.0	171	136.0	99.0	94.0	99	125.0	1.0	0.0	48.0		DRS too short	
YDL151C	IV	-	582	582	95.0	148.0	549.0	0.0	833.0		833		57.0		57							
YDL152W	IV	+	366	366				0.0			0				0							
YDL153C	IV	-	1833	1833	216.0	339.0	718.3	117.0	24.0	82.0	82	26.0	110.0	140.0	140	141.0	1.0	1.0	58.0	30.0	DRS too short	both too short
YDL154W	IV	+	2706	2706	202.0	64.0	563.3	1.0	327.0		327	654.0	81.0		81	97.0						
YDL155W	IV	+	1284	1284	55.0	74.0	731.8	73.0	439.0	1173.0	1173	130.0	131.0	119.0	131	131.0	1.0	0.0	734.0		both too long	
YDL156W	IV	+	1569	1569	236.0		502.6	12.0		93.0	93	94.0		299.0	299	988.0						
YDL157C	IV	-	357	357	226.0	473.0	513.6	311.0	34.0	43.0	43	35.0	184.0	360.0	360	205.0	1.0	1.0	9.0	176.0	DRS too short	DRS too short
YDL158C	IV	-	309	309	221.0	453.0	521.8	24.0	442.0		442	449.0	651.0		651	6.0						
YDL159C-B	IV	-	177	177	16.0	18.0	500.6	0.0	968.0		968		621.0		621							
YDL159W	IV	+	1548	1548	273.0	24.0	518.3	75.0	36.0	45.0	45	46.0	124.0	198.0	198	122.0	1.0	1.0	9.0	74.0	both too short	both too long
YDL159W-A	IV	+	132	132	5.0		787.0	0.0			0				0							
YDL160C	IV	-	1521	1521	84.0	110.0	689.3	9.0	186.0		186	284.0	465.0		465	442.0						
YDL160C-A	IV	-	243	243	276.0	348.0	445.3	116.0	18.0	27.0	27	28.0	74.0	1092.0	1092	197.0	1.0	1.0	9.0	1018.0	both too short	DRS too short
YDL161W	IV	+	1365	1365	283.0	151.0	590.8	227.0	6.0	25.0	25	16.0	105.0	242.0	242	108.0	1.0	1.0	19.0	137.0	DRS too short	DRS too short
YDL162C	IV	-	357	357				0.0			0				0							
YDL163W	IV	+	303	303				0.0			0				0							
YDL164C	IV	-	2268	2268	80.0	65.0	659.6	134.0	160.0	60.0	160	51.0	164.0	161.0	164	162.0	0.0	0.0				
YDL165W	IV	+	576	576	131.0	135.0	527.4	72.0	44.0	55.0	55	49.0	41.0	191.0	191	35.0	1.0	1.0	11.0	150.0	DRS too short	both too long
YDL166C	IV	-	594	594	102.0	176.0	577.0	58.0	63.0	80.0	80	54.0	76.0	140.0	140	75.0	1.0	1.0	17.0	64.0	both too long	both too long
YDL167C	IV	-	2160	2160	241.0	122.0	599.9	38.0	44.0	42.0	44	56.0	139.0	241.0	241	179.0	0.0	1.0		102.0		DRS too short
YDL168W	IV	+	1161	1161	271.0	324.0	876.5	53.0	71.0	86.0	86	42.0	56.0	212.0	212	52.0	1.0	1.0	15.0	156.0	both too long	both too long
YDL169C	IV	-	672	672	26.0	20.0	410.7	7.0	30.0		30	20.0	65.0	164.0	164	73.0		1.0		99.0		DRS too short
YDL170W	IV	+	1587	1587	46.0	48.0	751.1	12.0	15.0	19.0	19	0.0	74.0	172.0	172	153.0	1.0	1.0	4.0	98.0		DRS too short
YDL171C	IV	-	6438	6438	212.0	358.0	1022.2	0.0	0.0		0		128.0		128							
YDL172C	IV	-	480	480	126.0	45.0	612.6	1.0	119.0		119	14.0	424.0		424	2040.0						
YDL173W	IV	+	888	888	108.0	42.0	597.1	0.0	37.0		37		111.0		111							
YDL174C	IV	-	1764	1764	72.0	96.0	1031.2	8.0	314.0		314	30.0	96.0		96	92.0						
YDL175C	IV	-	1035	1035	110.0	76.0	561.3	16.0	19.0	47.0	47	27.0	108.0	215.0	215	218.0	1.0	1.0	28.0	107.0	DRS too short	both too short
YDL176W	IV	+	2127	2127	96.0	86.0	664.9	73.0	126.0	136.0	136	137.0	114.0	251.0	251	115.0	1.0	1.0	10.0	137.0	both too short	DRS too short
YDL177C	IV	-	513	513	100.0	58.0	541.5	78.0		94.0	94	64.0		107.0	107	96.0						
YDL178W	IV	+	1593	1593	167.0	203.0	756.9	33.0	13.0	16.0	16	25.0	72.0	140.0	140	63.0	1.0	1.0	3.0	68.0	both too short	both too long
YDL179W	IV	+	915	915	86.0	81.0	495.5	87.0	103.0	94.0	103	95.0	113.0	263.0	263	152.0	0.0	1.0		150.0		DRS too short
YDL180W	IV	+	1644	1644	300.0	198.0	605.4	66.0	248.0	177.0	248	132.0	49.0	62.0	62	63.0	0.0	1.0		13.0		both too short
YDL181W	IV	+	258	258	198.0	379.0	453.7	542.0		59.0	59	80.0		308.0	308	109.0						
YDL182W	IV	+	1287	1287	441.0	271.0	774.5	1787.0	27.0	89.0	89	38.0	23.0	87.0	87	88.0	1.0	1.0	62.0	64.0	DRS too short	both too short
YDL183C	IV	-	963	963	11797.0	139.0	314.4	17.0	883.0	2893.0	2893	74.0	71.0	359.0	359	56.0	1.0	1.0	2010.0	288.0	both too long	both too long
YDL184C	IV	-	78	78	12025.0	36254.0	320.1	62593.0		21.0	21	22.0		421.0	421	210.0						
YDL185C-A	IV	-	228	228	17.0		526.9	0.0			0				0							
YDL185W	IV	+	3216	3216	13999.0	1529.0	366.3	104.0	101.0	107.0	107	98.0	112.0	165.0	165	105.0	1.0	1.0	6.0	53.0	both too long	both too long
YDL186W	IV	+	834	834	13.0	8.0	538.9	1.0			0	153.0			0	69.0						
YDL187C	IV	-	330	330	5.0	23.0	475.0	5.0		628.0	628	662.0		150.0	150	151.0						
YDL188C	IV	-	1134	1134	138.0	128.0	780.8	26.0	165.0	181.0	181	182.0	56.0	153.0	153	154.0	1.0	1.0	16.0	97.0	both too short	both too short
YDL189W	IV	+	1512	1374	107.0	116.0	689.8	233.0	35.0	95.0	95	91.0	92.0	153.0	153	106.0	1.0	1.0	60.0	61.0	DRS too short	DRS too short
YDL190C	IV	-	2886	2886	5542.0	203.0	471.9	14.0	181.0		181	193.0	210.0		210	208.0						
YDL191W	IV	+	854	363	5622.0	10572.0	455.1	3609.0	0.0	686.0	686	22.0	103.0	98.0	103	99.0	1.0	0.0	686.0		DRS too short	
YDL192W	IV	+	546	546	4932.0	5262.0	642.8	4989.0	76.0	45.0	76	43.0	64.0	747.0	747	59.0	0.0	1.0		683.0		both too long
YDL193W	IV	+	1128	1128	158.0	195.0	604.0	12.0	104.0	106.0	106	107.0	158.0	199.0	199	200.0	1.0	1.0	2.0	41.0	both too short	both too short
YDL194W	IV	+	2655	2655	103.0	40.0	531.3	0.0	192.0		192		76.0		76							
YDL195W	IV	+	3822	3822	255.0	335.0	857.0	6.0	113.0	112.0	113	119.0	144.0	164.0	164	127.0	0.0	1.0		20.0		both too long
YDL196W	IV	+	330	330	5.0		324.4	0.0			0				0							
YDL197C	IV	-	1578	1578	43.0	52.0	829.9	35.0	52.0	378.0	378	14.0	96.0	172.0	172	94.0	1.0	1.0	326.0	76.0	both too long	both too long
YDL198C	IV	-	903	903	503.0	733.0	666.2	83.0	129.0	163.0	163	28.0	105.0	142.0	142	122.0	1.0	1.0	34.0	37.0	both too long	DRS too short
YDL199C	IV	-	2064	2064	333.0	49.0	451.0	8.0	247.0	50.0	247	55.0	91.0	57.0	91	84.0	0.0	0.0				
YDL200C	IV	-	567	567	123.0	201.0	626.6	51.0	204.0	53.0	204	4.0	73.0	82.0	82	72.0	0.0	1.0		9.0		both too long
YDL201W	IV	+	861	861	169.0	98.0	523.1	122.0	83.0	289.0	289	76.0	85.0	76.0	85	83.0	1.0	0.0	206.0		both too long	
YDL202W	IV	+	750	750	65.0	102.0	664.5	183.0	51.0	52.0	52	53.0	103.0	427.0	427	91.0	1.0	1.0	1.0	324.0	both too short	both too long
YDL203C	IV	-	1872	1872	54.0	70.0	775.5	15.0	177.0	198.0	198	177.0	181.0	195.0	195	196.0	1.0	1.0	21.0	14.0	both too long	both too short
YDL204W	IV	+	1182	1182	81.0	76.0	610.1	25.0	483.0	497.0	497	498.0	128.0	195.0	195	179.0	1.0	1.0	14.0	67.0	both too short	DRS too short
YDL205C	IV	-	984	984	83.0	105.0	589.0	13.0	208.0	234.0	234	155.0	53.0	293.0	293	166.0	1.0	1.0	26.0	240.0	both too long	DRS too short
YDL206W	IV	+	2289	2289	98.0	53.0	627.6	4.0	148.0	153.0	153	149.0	25.0	13.0	25	19.0	1.0	0.0	5.0		DRS too short	
YDL207W	IV	+	1617	1617	308.0	42.0	523.4	7.0	26.0	37.0	37	38.0	75.0	79.0	79	80.0	1.0	1.0	11.0	4.0	both too short	both too short
YDL208W	IV	+	471	471	292.0	914.0	483.8	2022.0	34.0	29.0	34	37.0	128.0	239.0	239	127.0	0.0	1.0		111.0		both too long
YDL209C	IV	-	1020	1020	374.0	39.0	495.1	11.0	29.0	32.0	32	22.0	200.0	258.0	258	196.0	1.0	1.0	3.0	58.0	both too long	both too long
YDL210W	IV	+	1716	1716	35.0	22.0	488.6	0.0	112.0		112		91.0		91							
YDL211C	IV	-	1119	1119	675.0	48.0	655.3	5.0	298.0	110.0	298	69.0	160.0	150.0	160	118.0	0.0	0.0				
YDL212W	IV	+	633	633	660.0	1287.0	647.8	323.0	54.0	91.0	91	22.0	151.0	205.0	205	145.0	1.0	1.0	37.0	54.0	both too long	both too long
YDL213C	IV	-	678	678	288.0	352.0	513.9	1323.0	60.0	8.0	60	9.0	77.0	540.0	540	73.0	0.0	1.0		463.0		both too long
YDL214C	IV	-	2100	2100	86.0	12.0	299.5	2.0	751.0		751	167.0	118.0		118	111.0						
YDL215C	IV	-	3279	3279	111.0	165.0	969.4	2.0	481.0	197.0	481	46.0	154.0	154.0	154	154.0	0.0	0.0				
YDL216C	IV	-	1323	1323	85.0	44.0	582.9	8.0	8.0	18.0	18	10.0	133.0	127.0	133	404.0	1.0	0.0	10.0		DRS too short	
YDL217C	IV	-	624	624	89.0	96.0	651.6	62.0	164.0	163.0	164	135.0	106.0	471.0	471	103.0	0.0	1.0		365.0		both too long
YDL218W	IV	+	954	954	74.0	6.0	424.2	5.0	528.0		528	345.0	190.0		190	237.0						
YDL219W	IV	+	524	453	251.0	447.0	640.8	143.0	36.0	189.0	189	26.0	281.0	282.0	282	277.0	1.0	1.0	153.0	1.0	both too long	both too long
YDL220C	IV	-	2775	2775	156.0	9.0	642.4	2.0	8.0		8	20.0	382.0		382	356.0						
YDL221W	IV	+	552	552	11.0	10.0	356.6	3.0	321.0		321	875.0	715.0		715	625.0						
YDL222C	IV	-	930	930	19.0	21.0	502.4	2.0	536.0		536	912.0	322.0		322	410.0						
YDL223C	IV	-	3141	3141	32.0	31.0	621.4	0.0	182.0		182		321.0		321							
YDL224C	IV	-	1950	1950	147.0	111.0	632.9	23.0	352.0		352	364.0	146.0		146	146.0						
YDL225W	IV	+	1656	1656	158.0	197.0	800.2	159.0	47.0	40.0	47	50.0	93.0	231.0	231	88.0	0.0	1.0		138.0		both too long
YDL226C	IV	-	1059	1059	397.0	368.0	634.9	65.0	12.0	30.0	30	23.0	213.0	317.0	317	230.0	1.0	1.0	18.0	104.0	DRS too short	DRS too short
YDL227C	IV	-	1761	1761	753.0	73.0	458.0	1.0	22.0	32.0	32	33.0	67.0	57.0	67	58.0	1.0	0.0	10.0		both too short	
YDL228C	IV	-	642	642	1328.0	1452.0	823.3	0.0	121.0		121		46.0		46							
YDL229W	IV	+	1842	1842	1945.0	2475.0	1226.9	32916.0	22.0	99.0	99	30.0	104.0	101.0	104	102.0	1.0	0.0	77.0		DRS too short	
YDL230W	IV	+	1008	1008	31.0	51.0	729.5	8.0	42.0	29.0	42	26.0	41.0	124.0	124	61.0	0.0	1.0		83.0		DRS too short
YDL231C	IV	-	3378	3378	258.0	110.0	521.0	1.0	108.0		108	21.0	67.0		67	71.0						
YDL232W	IV	+	111	111	197.0	506.0	424.9	486.0		132.0	132	19.0		257.0	257	288.0						
YDL233W	IV	+	1377	1377	218.0	53.0	464.3	76.0	28.0	21.0	28	22.0	179.0	169.0	179	167.0	0.0	0.0				
YDL234C	IV	-	2241	2241	492.0	484.0	726.9	25.0	125.0	142.0	142	143.0	64.0	163.0	163	58.0	1.0	1.0	17.0	99.0	both too short	both too long
YDL235C	IV	-	504	504	420.0	511.0	534.7	46.0	111.0	122.0	122	114.0	131.0	163.0	163	143.0	1.0	1.0	11.0	32.0	DRS too short	DRS too short
YDL236W	IV	+	939	939	494.0	375.0	679.1	31.0	47.0	50.0	50	15.0	99.0	204.0	204	140.0	1.0	1.0	3.0	105.0	both too long	DRS too short
YDL237W	IV	+	1173	1173	91.0	131.0	843.9	180.0	27.0	31.0	31	23.0	81.0	295.0	295	79.0	1.0	1.0	4.0	214.0	both too long	both too long
YDL238C	IV	-	1470	1470	23.0	22.0	650.5	17.0	40.0	40.0	40	28.0	69.0	65.0	69	66.0	0.0	0.0				
YDL239C	IV	-	2373	2373	78.0	85.0	700.6	1.0	503.0		503	693.0	52.0		52	44.0						
YDL240C-A	IV	-	138	138	19.0		415.1	0.0			0				0							
YDL240W	IV	+	3054	3054	47.0	34.0	623.9	3.0	184.0		184	166.0	244.0		244	243.0						
YDL241W	IV	+	372	372	326.0	300.0	500.4	3.0	139.0	81.0	139	80.0	252.0	436.0	436	329.0	0.0	1.0		184.0		DRS too short
YDL242W	IV	+	354	354	13.0		656.5	0.0			0				0							
YDL243C	IV	-	990	990	48.0	270.0	490.3	14.0	689.0	721.0	721	722.0	95.0	188.0	188	110.0	1.0	1.0	32.0	93.0	both too short	DRS too short
YDL244W	IV	+	1023	1023	51.0	16.0	430.4	0.0	15.0		15		123.0		123							
YDL245C	IV	-	1704	1704	38.0	18.0	617.8	0.0	532.0		532		199.0		199							
YDL246C	IV	-	1074	1074	61.0		488.2	0.0			0				0							
YDL247W	IV	+	1830	1830	50.0	48.0	502.2	0.0	0.0		0		86.0		86							
YDL247W-A	IV	+	75	75	74.0	100.0	697.2	0.0	996.0		996		193.0		193							
YDL248W	IV	+	1152	1152	84.0	92.0	1069.1	4.0	4.0		4	7.0	607.0		607	616.0						
YDR001C	IV	-	2256	2256	326.0	316.0	727.5	4.0	215.0		215	190.0	74.0		74	111.0						
YDR002W	IV	+	606	606	1892.0	3183.0	613.2	996.0	46.0	88.0	88	29.0	186.0	199.0	199	180.0	1.0	1.0	42.0	13.0	both too long	both too long
YDR003W	IV	+	633	633	1362.0	56.0	528.5	31.0	61.0		61	45.0	292.0		292	307.0						
YDR003W-A	IV	+	123	123	64.0	118.0	537.0	31.0		599.0	599	705.0		347.0	347	157.0						
YDR004W	IV	+	1383	1383	178.0	94.0	636.1	2.0	206.0		206	1127.0	170.0		170	188.0						
YDR005C	IV	-	1268	1188	260.0	269.0	808.1	14.0	128.0	121.0	128	108.0	157.0	290.0	290	167.0	0.0	1.0		133.0		DRS too short
YDR006C	IV	-	2706	2706	103.0	130.0	874.9	13.0	91.0	163.0	163	106.0	89.0	86.0	89	106.0	1.0	0.0	72.0		DRS too short	
YDR007W	IV	+	675	675	32.0	48.0	515.3	281.0	186.0	188.0	188	10.0	47.0	405.0	405	39.0	1.0	1.0	2.0	358.0	both too long	both too long
YDR008C	IV	-	351	351	32.0	13.0	575.7	0.0	55.0		55		219.0		219							
YDR009W	IV	+	1563	1563	17.0	20.0	552.2	1979.0	698.0	170.0	698	71.0	265.0	86.0	265	87.0	0.0	0.0				
YDR010C	IV	-	333	333	11.0	9.0	608.8	2.0	250.0	354.0	354	355.0	195.0	445.0	445	38.0	1.0	1.0	104.0	250.0	both too short	both too long
YDR011W	IV	+	4506	4506	405.0	401.0	709.9	1.0	325.0	248.0	325	249.0	182.0	174.0	182	175.0	0.0	0.0				
YDR012W	IV	+	1089	1089	1513.0	1681.0	901.4	1159.0	59.0	31.0	59	32.0	80.0	304.0	304	77.0	0.0	1.0		224.0		both too long
YDR013W	IV	+	627	627	554.0	366.0	515.3	113.0	592.0	15.0	592	16.0	90.0	166.0	166	89.0	0.0	1.0		76.0		both too long
YDR014W	IV	+	1944	1944	118.0	79.0	843.3	9.0	29.0		29	51.0	389.0		389	220.0						
YDR014W-A	IV	+	489	489	45.0		371.9	1.0			0	20.0			0	172.0						
YDR015C	IV	-	240	240	20.0		412.6	0.0			0				0							
YDR016C	IV	-	285	285	55.0	98.0	461.9	403.0	24.0	19.0	24	36.0	106.0	261.0	261	122.0	0.0	1.0		155.0		DRS too short
YDR017C	IV	-	3153	3153	107.0	128.0	651.7	6.0	126.0		126	14.0	175.0		175	173.0						
YDR018C	IV	-	1191	1191	29.0	14.0	446.7	2.0	31.0		31	29.0	124.0		124	163.0						
YDR019C	IV	-	1203	1203	75.0	76.0	691.6	24.0	379.0	3.0	379	29.0	178.0	314.0	314	315.0	0.0	1.0		136.0		both too short
YDR020C	IV	-	699	699	73.0	90.0	734.1	15.0	116.0	128.0	128	103.0	418.0	429.0	429	416.0	1.0	1.0	12.0	11.0	both too long	both too long
YDR021W	IV	+	1200	1200	61.0	63.0	644.1	10.0	71.0	282.0	282	11.0	59.0	52.0	59	58.0	1.0	0.0	211.0		both too long	
YDR022C	IV	-	591	591	53.0	28.0	434.9	5.0	18.0	27.0	27	28.0	102.0	178.0	178	96.0	1.0	1.0	9.0	76.0	both too short	both too long
YDR023W	IV	+	1389	1389	1827.0	2692.0	1163.8	2696.0	41.0	51.0	51	22.0	135.0	172.0	172	133.0	1.0	1.0	10.0	37.0	both too long	both too long
YDR024W	IV	+	486	486	2027.0		518.9	4.0			0	1531.0			0	919.0						
YDR025W	IV	+	810	471	1736.0	4374.0	480.3	23074.0	0.0	9.0	9	14.0	90.0	306.0	306	89.0	1.0	1.0	9.0	216.0	both too short	both too long
YDR026C	IV	-	1713	1713	1593.0	81.0	503.3	20.0	136.0	133.0	136	143.0	96.0	242.0	242	79.0	0.0	1.0		146.0		both too long
YDR027C	IV	-	2670	2670	155.0	112.0	689.3	7.0	112.0	111.0	112	123.0	76.0	110.0	110	68.0	0.0	1.0		34.0		both too long
YDR028C	IV	-	3045	3045	96.0	150.0	618.1	6.0	491.0	451.0	491	489.0	279.0	277.0	279	278.0	0.0	0.0				
YDR029W	IV	+	315	315	26.0		350.2	0.0			0				0							
YDR030C	IV	-	1521	1521	131.0	57.0	444.5	19.0	18.0	51.0	51	8.0	54.0	116.0	116	140.0	1.0	1.0	33.0	62.0	both too long	both too short
YDR031W	IV	+	366	366	286.0	184.0	619.7	50.0	22.0	129.0	129	7.0	149.0	147.0	149	148.0	1.0	0.0	107.0		both too long	
YDR032C	IV	-	597	597	298.0	483.0	611.3	116.0	75.0	112.0	112	69.0	154.0	234.0	234	153.0	1.0	1.0	37.0	80.0	both too long	both too long
YDR033W	IV	+	963	963	2372.0	3320.0	989.5	716.0	332.0	523.0	523	246.0	450.0	480.0	480	482.0	1.0	1.0	191.0	30.0	both too long	both too short
YDR034C	IV	-	2373	2373	1331.0	219.0	515.3	20.0	418.0	151.0	418	139.0	77.0	292.0	292	73.0	0.0	1.0		215.0		both too long
YDR034C-A	IV	-	177	177	70.0		339.8	0.0			0				0							
YDR034W-B	IV	+	156	156	102.0	261.0	390.3	21.0	32.0	55.0	55	30.0	122.0	284.0	284	298.0	1.0	1.0	23.0	162.0	both too long	both too short
YDR035W	IV	+	1113	1113	505.0	557.0	697.8	30.0	66.0	132.0	132	21.0	97.0	229.0	229	230.0	1.0	1.0	66.0	132.0	both too long	both too short
YDR036C	IV	-	1503	1503	243.0	75.0	537.7	31.0	64.0	72.0	72	10.0	137.0	141.0	141	139.0	1.0	1.0	8.0	4.0	both too long	DRS too short
YDR037W	IV	+	1776	1776	1282.0	1908.0	980.5	854.0	87.0	53.0	87	21.0	83.0	226.0	226	66.0	0.0	1.0		143.0		both too long
