gene	unagi_five	unagi_three
YOR052C	134.0	278.0
YOR054C	141.0	80.0
YOR056C	77.0	57.0
YOR057W	94.0	79.0
YOR058C	154.0	321.0
YOR059C	938.0	59.0
YOR060C	42.0	1543.0
YOR061W	128.0	247.0
YOR062C	198.0	96.0
YOR063W	88.0	120.0
YOR064C	49.0	95.0
YOR065W	372.0	65.0
YOR066W	214.0	408.0
YOR067C	61.0	89.0
YOR069W	297.0	120.0
YOR070C	184.0	69.0
YOR071C	108.0	224.0
YOR072W	2628.0	
YOR073W	70.0	146.0
YOR074C	335.0	89.0
YOR075W	32.0	55.0
YOR076C	37.0	90.0
YOR077W	38.0	842.0
YOR078W	864.0	70.0
YOR079C	73.0	115.0
YOR080W	6.0	177.0
YOR081C	54.0	130.0
YOR083W	802.0	1382.0
YOR084W	1160.0	52.0
YOR085W	60.0	88.0
YOR086C	197.0	128.0
YOR087W	92.0	122.0
YOR089C	80.0	205.0
YOR090C	125.0	1215.0
YOR091W	385.0	85.0
YOR092W	238.0	203.0
YOR093C	59.0	195.0
YOR094W	108.0	278.0
YOR095C	70.0	117.0
YOR096W	117.0	103.0
YOR097C	316.0	108.0
YOR098C	750.0	239.0
YOR099W	117.0	99.0
YOR100C	90.0	277.0
YOR101W	74.0	339.0
YOR103C	21.0	92.0
YOR104W	221.0	531.0
YOR105W	774.0	500.0
YOR106W	389.0	340.0
YOR107W	275.0	342.0
YOR108W	104.0	92.0
YOR109W	177.0	194.0
YOR110W	134.0	62.0
YOR111W	61.0	324.0
YOR112W	76.0	85.0
YOR113W	117.0	319.0
YOR114W	221.0	221.0
YOR115C	51.0	92.0
YOR116C	255.0	106.0
YOR117W	97.0	138.0
YOR118W	211.0	141.0
YOR119C	571.0	1032.0
YOR120W	59.0	136.0
YOR122C	17.0	256.0
YOR123C	73.0	58.0
YOR124C	114.0	81.0
YOR125C	44.0	140.0
YOR126C	31.0	111.0
YOR127W	1228.0	174.0
YOR128C	39.0	60.0
YOR129C	80.0	158.0
YOR130C	87.0	107.0
YOR131C	78.0	57.0
YOR132W	119.0	105.0
YOR133W	92.0	190.0
YOR134W	307.0	382.0
YOR136W	112.0	157.0
YOR137C	361.0	132.0
YOR138C	65.0	66.0
YOR140W	345.0	462.0
YOR141C	21.0	1276.0
YOR142W	228.0	226.0
YOR142W-A		2425.0
YOR142W-B		311.0
YOR143C	120.0	362.0
YOR144C	57.0	169.0
YOR145C	21.0	82.0
YOR147W	43.0	80.0
YOR148C	22.0	87.0
YOR149C	44.0	464.0
YOR150W	27.0	103.0
YOR151C	278.0	345.0
YOR152C	164.0	167.0
YOR153W	768.0	130.0
YOR154W	94.0	157.0
YOR155C	2227.0	307.0
YOR156C	171.0	254.0
YOR157C	91.0	77.0
YOR158W	81.0	43.0
YOR159C	58.0	186.0
YOR160W	68.0	101.0
YOR161C	165.0	122.0
YOR161C-C	2946.0	400.0
YOR162C	442.0	154.0
YOR163W	46.0	76.0
YOR164C	41.0	269.0
YOR165W	58.0	171.0
YOR166C	59.0	219.0
YOR167C	26.0	133.0
YOR168W	57.0	126.0
YOR171C	68.0	184.0
YOR172W	44.0	202.0
YOR173W	64.0	119.0
YOR174W	160.0	118.0
YOR175C	82.0	164.0
YOR176W	121.0	125.0
YOR177C	73.0	445.0
YOR178C	351.0	341.0
YOR179C	39.0	481.0
YOR180C	31.0	265.0
YOR181W	70.0	133.0
YOR182C	20.0	104.0
YOR183W		1402.0
YOR184W	110.0	98.0
YOR185C	78.0	127.0
YOR186W	615.0	177.0
YOR187W	150.0	121.0
YOR188W	99.0	131.0
YOR189W	34.0	414.0
YOR190W		158.0
YOR191W	301.0	830.0
YOR192C	1082.0	506.0
YOR192C-A		4312.0
YOR192C-B		340.0
YOR192C-C	115.0	
YOR193W	71.0	112.0
YOR194C	75.0	76.0
YOR195W	80.0	224.0
YOR196C	24.0	267.0
YOR197W	16.0	169.0
YOR198C	189.0	210.0
YOR201C	18.0	131.0
YOR202W	46.0	82.0
YOR204W	30.0	719.0
YOR205C	20.0	338.0
YOR206W	38.0	90.0
YOR207C	210.0	183.0
YOR208W	230.0	111.0
YOR209C	151.0	112.0
YOR210W	57.0	389.0
YOR211C	213.0	107.0
YOR212W	237.0	184.0
YOR213C	132.0	346.0
YOR214C	1009.0	
YOR215C	57.0	339.0
YOR216C	69.0	97.0
YOR217W	135.0	247.0
YOR219C	105.0	337.0
YOR220W	26.0	166.0
YOR221C	102.0	177.0
YOR222W	509.0	67.0
YOR223W	42.0	54.0
YOR224C	21.0	119.0
YOR226C	278.0	160.0
YOR227W	381.0	164.0
YOR228C	212.0	139.0
YOR229W	88.0	277.0
YOR230W	148.0	191.0
YOR231W	156.0	209.0
YOR232W	117.0	160.0
YOR233W	215.0	69.0
YOR234C	19.0	79.0
YOR235W		352.0
YOR236W	83.0	71.0
YOR237W		71.0
YOR238W	58.0	95.0
YOR239W	278.0	221.0
YOR241W		145.0
YOR242C		100.0
YOR243C	42.0	344.0
YOR244W	81.0	177.0
YOR245C	31.0	117.0
YOR246C	72.0	85.0
YOR247W	235.0	137.0
YOR249C	16.0	83.0
YOR250C	71.0	57.0
YOR251C	190.0	96.0
YOR252W	32.0	102.0
YOR253W	19.0	121.0
YOR254C	34.0	109.0
YOR255W		158.0
YOR256C	164.0	71.0
YOR257W	34.0	55.0
YOR258W	8.0	895.0
YOR259C	49.0	78.0
YOR260W	60.0	206.0
YOR261C	117.0	85.0
YOR262W	63.0	104.0
YOR264W	58.0	205.0
YOR265W	34.0	259.0
YOR266W	603.0	71.0
YOR267C	426.0	185.0
YOR269W	88.0	166.0
YOR270C	171.0	129.0
YOR271C	69.0	60.0
YOR272W	76.0	82.0
YOR273C	614.0	270.0
YOR274W	655.0	276.0
YOR275C	1113.0	133.0
YOR276W	60.0	93.0
YOR278W	399.0	107.0
YOR279C	123.0	121.0
YOR280C	21.0	70.0
YOR281C	78.0	95.0
YOR283W	104.0	176.0
YOR284W	59.0	279.0
YOR285W	20.0	81.0
YOR286W	23.0	76.0
YOR287C	22.0	203.0
YOR288C	45.0	85.0
YOR289W	93.0	89.0
YOR290C	132.0	66.0
YOR291W	150.0	76.0
YOR292C	58.0	69.0
YOR293C-A		116.0
YOR293W	69.0	144.0
YOR294W	49.0	157.0
YOR295W	57.0	233.0
YOR296W	168.0	184.0
YOR297C	40.0	132.0
YOR298C-A	76.0	232.0
YOR298W	739.0	361.0
YOR299W	161.0	1867.0
YOR301W	2608.0	2062.0
YOR302W	109.0	1492.0
YOR303W	243.0	74.0
YOR304C-A	93.0	355.0
YOR304W	183.0	403.0
YOR305W	87.0	85.0
YOR306C	922.0	102.0
YOR307C	172.0	82.0
YOR308C	24.0	1975.0
YOR310C	43.0	263.0
YOR311C	47.0	249.0
YOR312C	47.0	98.0
YOR313C	602.0	225.0
YOR314W		100.0
YOR315W	161.0	116.0
YOR316C	156.0	138.0
YOR316C-A	349.0	1195.0
YOR317W	51.0	255.0
YOR319W	37.0	136.0
YOR320C	117.0	95.0
YOR321W	82.0	42.0
YOR322C	252.0	364.0
YOR323C	35.0	129.0
YOR324C	157.0	137.0
YOR326W	223.0	146.0
YOR327C	92.0	140.0
YOR328W	142.0	245.0
YOR329C	135.0	108.0
YOR330C	47.0	77.0
YOR332W	31.0	70.0
YOR334W	59.0	83.0
YOR335C	443.0	138.0
YOR336W	33.0	151.0
YOR337W	73.0	270.0
YOR338W	63.0	254.0
YOR339C		230.0
YOR340C	86.0	147.0
YOR341W	125.0	282.0
YOR342C	122.0	99.0
YOR343C	170.0	1675.0
YOR343W-A		786.0
YOR343W-B		339.0
YOR344C	135.0	203.0
YOR346W	210.0	156.0
YOR347C	270.0	57.0
YOR348C	33.0	186.0
YOR349W	43.0	96.0
YOR350C	36.0	70.0
YOR351C	412.0	77.0
YOR352W	80.0	190.0
YOR353C	31.0	163.0
YOR354C	22.0	170.0
YOR355W	611.0	193.0
YOR356W	101.0	119.0
YOR357C	17.0	80.0
YOR358W	88.0	317.0
YOR359W	1112.0	118.0
YOR360C	261.0	99.0
YOR361C	1147.0	88.0
YOR362C	53.0	164.0
YOR363C	428.0	339.0
YOR365C		3578.0
YOR367W	25.0	100.0
YOR368W	38.0	130.0
YOR369C	111.0	123.0
YOR370C	689.0	195.0
YOR371C	128.0	2471.0
YOR372C	92.0	335.0
YOR373W	2299.0	104.0
YOR374W	76.0	146.0
YOR375C	68.0	95.0
YOR376W-A	490.0	2683.0
YOR377W	1674.0	248.0
YOR378W		114.0
YOR380W	213.0	85.0
YOR381W	1262.0	78.0
YOR381W-A		454.0
YOR382W	91.0	110.0
YOR383C	100.0	235.0
YOR384W	115.0	
YOR385W	8.0	9.0
YOR386W	25.0	1064.0
YOR388C	121.0	162.0
YOR389W	738.0	248.0
YOR390W	55.0	303.0
YOR391C	191.0	300.0
YOR393W	121.0	524.0
YOR394W	1096.0	133.0
YOR396W	110.0	79.0
YPL001W	58.0	57.0
YPL002C	31.0	367.0
YPL003W	12.0	17.0
YPL004C	68.0	300.0
YPL005W	37.0	111.0
YPL006W	106.0	245.0
YPL007C	47.0	101.0
YPL008W	246.0	77.0
YPL009C	23.0	220.0
YPL010W	65.0	128.0
YPL011C	66.0	221.0
YPL012W	135.0	128.0
YPL013C	53.0	158.0
YPL014W	34.0	257.0
YPL015C	56.0	325.0
YPL016W	393.0	118.0
YPL017C	17.0	669.0
YPL018W	397.0	1153.0
YPL019C	135.0	73.0
YPL020C	109.0	93.0
YPL022W	85.0	608.0
YPL023C	131.0	137.0
YPL024W	346.0	124.0
YPL026C	109.0	243.0
YPL028W	114.0	101.0
YPL029W	79.0	57.0
YPL030W	60.0	112.0
YPL031C	26.0	81.0
YPL032C	229.0	263.0
YPL034W	334.0	187.0
YPL036W	393.0	536.0
YPL037C	73.0	135.0
YPL038W	37.0	113.0
YPL038W-A	1014.0	
YPL039W	57.0	174.0
YPL040C	56.0	1004.0
YPL041C	3240.0	182.0
YPL042C	258.0	132.0
YPL043W	86.0	519.0
YPL045W	103.0	245.0
YPL046C	22.0	228.0
YPL047W	86.0	537.0
YPL048W	1993.0	128.0
YPL049C	300.0	174.0
YPL050C	184.0	149.0
YPL051W	52.0	160.0
YPL052W	88.0	188.0
YPL053C	76.0	114.0
YPL054W	266.0	462.0
YPL055C	16.0	59.0
YPL056C	1271.0	224.0
YPL057C	229.0	454.0
YPL058C	176.0	231.0
YPL059W	60.0	134.0
YPL060C-A		417.0
YPL060W	269.0	129.0
YPL061W	208.0	127.0
YPL063W	124.0	118.0
YPL064C	9.0	128.0
YPL065W	27.0	60.0
YPL066W	210.0	107.0
YPL067C	72.0	183.0
YPL068C	744.0	68.0
YPL069C	43.0	213.0
YPL070W	249.0	263.0
YPL071C	276.0	90.0
YPL072W	202.0	51.0
YPL074W	29.0	234.0
YPL075W	88.0	221.0
YPL076W	154.0	784.0
YPL077C	85.0	354.0
YPL078C	83.0	268.0
YPL079W	70.0	111.0
YPL081W	43.0	176.0
YPL082C	146.0	152.0
YPL083C	94.0	139.0
YPL084W	41.0	151.0
YPL085W	192.0	130.0
YPL086C	68.0	118.0
YPL087W	307.0	146.0
YPL088W	312.0	83.0
YPL089C	473.0	133.0
YPL090C	25.0	158.0
YPL091W	10.0	112.0
YPL092W	199.0	94.0
YPL093W	82.0	239.0
YPL094C	22.0	74.0
YPL095C	106.0	827.0
YPL096C-A	70.0	120.0
YPL096W	25.0	106.0
YPL097W	28.0	111.0
YPL098C	67.0	173.0
YPL099C	28.0	188.0
YPL100W	77.0	137.0
YPL101W	51.0	210.0
YPL103C	44.0	307.0
YPL104W	54.0	241.0
YPL105C	23.0	135.0
YPL106C	45.0	137.0
YPL107W	119.0	2643.0
YPL108W		138.0
YPL109C	97.0	252.0
YPL110C	341.0	106.0
YPL111W	46.0	108.0
YPL112C	90.0	70.0
YPL113C	32.0	95.0
YPL115C	295.0	362.0
YPL116W	234.0	137.0
YPL117C	117.0	185.0
YPL118W	86.0	100.0
YPL119C	60.0	648.0
YPL119C-A	2037.0	261.0
YPL120W	37.0	107.0
YPL122C	29.0	103.0
YPL123C	43.0	154.0
YPL124W	52.0	95.0
YPL125W	172.0	122.0
YPL126W	47.0	215.0
YPL127C	38.0	337.0
YPL128C	87.0	366.0
YPL129W	76.0	109.0
YPL130W		41.0
YPL131W	87.0	98.0
YPL132W	176.0	128.0
YPL133C	130.0	1416.0
YPL134C	29.0	116.0
YPL135W	91.0	369.0
YPL137C	36.0	187.0
YPL138C	69.0	204.0
YPL139C	67.0	96.0
YPL140C	219.0	195.0
YPL141C	283.0	235.0
YPL143W	133.0	144.0
YPL144W	227.0	139.0
YPL145C	322.0	470.0
YPL146C	2492.0	143.0
YPL147W	27.0	97.0
YPL148C	137.0	200.0
YPL149W	60.0	48.0
YPL150W	412.0	115.0
YPL151C	30.0	100.0
YPL152W	538.0	96.0
YPL152W-A	112.0	858.0
YPL153C	181.0	189.0
YPL154C	276.0	136.0
YPL155C	80.0	447.0
YPL156C	77.0	171.0
YPL157W	141.0	464.0
YPL158C	70.0	60.0
YPL159C	108.0	310.0
YPL160W	87.0	172.0
YPL161C	76.0	301.0
YPL162C	2250.0	1487.0
YPL163C	32.0	157.0
YPL164C	60.0	273.0
YPL165C	2364.0	573.0
YPL166W	82.0	1249.0
YPL167C	46.0	99.0
YPL168W	159.0	107.0
YPL169C	50.0	209.0
YPL170W	123.0	169.0
YPL171C	23.0	138.0
YPL172C	132.0	141.0
YPL173W	66.0	166.0
YPL174C	121.0	97.0
YPL175W	63.0	110.0
YPL176C	31.0	302.0
YPL177C	151.0	61.0
YPL178W	48.0	135.0
YPL179W	1999.0	241.0
YPL180W	46.0	2400.0
YPL181W	751.0	125.0
YPL183C	34.0	82.0
YPL183W-A	76.0	132.0
YPL184C	672.0	201.0
YPL186C	63.0	240.0
YPL187W	184.0	220.0
YPL188W	30.0	338.0
YPL189C-A	91.0	254.0
YPL189W		149.0
YPL190C	116.0	448.0
YPL191C	77.0	557.0
YPL192C	1660.0	
YPL193W	72.0	599.0
YPL194W	76.0	228.0
YPL195W	30.0	150.0
YPL196W	88.0	58.0
YPL198W	349.0	95.0
YPL199C	12.0	566.0
YPL200W	67.0	1194.0
YPL201C	43.0	72.0
YPL202C	1863.0	385.0
YPL203W	210.0	242.0
YPL204W	248.0	172.0
YPL206C	23.0	97.0
YPL207W	73.0	116.0
YPL208W	31.0	72.0
YPL209C	67.0	2282.0
YPL210C	19.0	93.0
YPL211W	42.0	249.0
YPL212C	58.0	153.0
YPL213W	47.0	146.0
YPL214C	119.0	58.0
YPL215W	38.0	196.0
YPL216W	76.0	147.0
YPL217C	58.0	1315.0
YPL218W	88.0	70.0
YPL219W	129.0	127.0
YPL220W	20.0	92.0
YPL221W	299.0	178.0
YPL222W	980.0	527.0
YPL223C	65.0	236.0
YPL224C	191.0	194.0
YPL225W	40.0	137.0
YPL226W	29.0	241.0
YPL227C	172.0	101.0
YPL228W	160.0	187.0
YPL229W	203.0	289.0
YPL230W	13.0	105.0
YPL231W	84.0	85.0
YPL232W	175.0	80.0
YPL233W	119.0	1402.0
YPL234C	59.0	151.0
YPL235W	96.0	269.0
YPL236C	48.0	212.0
YPL237W	43.0	117.0
YPL239W	99.0	222.0
YPL240C	56.0	132.0
YPL241C	18.0	107.0
YPL242C	260.0	150.0
YPL243W	90.0	70.0
YPL244C	251.0	158.0
YPL245W	1105.0	58.0
YPL246C	73.0	99.0
YPL247C	106.0	100.0
YPL248C	14.0	191.0
YPL249C	178.0	98.0
YPL249C-A	46.0	149.0
YPL250C	67.0	192.0
YPL252C	93.0	147.0
YPL253C	49.0	92.0
YPL254W	244.0	76.0
YPL255W	187.0	344.0
YPL256C	175.0	235.0
YPL257W	107.0	757.0
YPL257W-A		2424.0
YPL257W-B		484.0
YPL258C		103.0
YPL259C	13.0	215.0
YPL260W	96.0	179.0
YPL261C	1786.0	
YPL262W	201.0	57.0
YPL263C	207.0	154.0
YPL264C	35.0	265.0
YPL265W	133.0	316.0
YPL266W	91.0	71.0
YPL267W	39.0	66.0
YPL268W	48.0	140.0
YPL269W	41.0	146.0
YPL270W	422.0	98.0
YPL271W	30.0	188.0
YPL272C	1594.0	120.0
YPL273W	184.0	116.0
YPL274W	131.0	65.0
YPL277C	23.0	580.0
YPL278C	1536.0	228.0
YPL279C	469.0	275.0
YPL280W	292.0	299.0
YPL282C	1109.0	135.0
YPL283C	56.0	81.0
YPR001W	45.0	203.0
YPR002W	63.0	203.0
YPR003C	76.0	349.0
YPR004C	69.0	55.0
YPR005C	2389.0	232.0
YPR006C	84.0	126.0
YPR007C		222.0
YPR008W	185.0	128.0
YPR009W	89.0	104.0
YPR010C	57.0	196.0
YPR010C-A	44.0	187.0
YPR011C	103.0	104.0
YPR013C	670.0	390.0
YPR014C	642.0	123.0
YPR015C	95.0	150.0
YPR016C	115.0	206.0
YPR017C	167.0	338.0
YPR018W	136.0	56.0
YPR019W	86.0	179.0
YPR020W	52.0	128.0
YPR021C	229.0	90.0
YPR022C	41.0	188.0
YPR023C	40.0	76.0
YPR024W	177.0	518.0
YPR025C	22.0	132.0
YPR026W	247.0	104.0
YPR028W	545.0	150.0
YPR029C	44.0	238.0
YPR030W	28.0	91.0
YPR031W	29.0	115.0
YPR032W	58.0	103.0
YPR033C	47.0	83.0
YPR034W	74.0	247.0
YPR035W	284.0	400.0
YPR036W	60.0	112.0
YPR036W-A	577.0	260.0
YPR037C	59.0	77.0
YPR040W	36.0	69.0
YPR041W	17.0	194.0
YPR042C	136.0	464.0
YPR043W	77.0	76.0
YPR045C	58.0	109.0
YPR046W	63.0	78.0
YPR047W	68.0	119.0
YPR048W	50.0	70.0
YPR049C	63.0	95.0
YPR051W	54.0	110.0
YPR052C	87.0	190.0
YPR053C	1211.0	285.0
YPR055W	56.0	84.0
YPR056W	71.0	122.0
YPR057W	1363.0	57.0
YPR058W	97.0	170.0
YPR060C	1304.0	146.0
YPR061C	33.0	120.0
YPR062W	7.0	116.0
YPR063C	57.0	195.0
YPR065W	98.0	297.0
YPR066W	140.0	753.0
YPR067W	46.0	209.0
YPR068C	52.0	174.0
YPR069C	37.0	67.0
YPR070W	41.0	1820.0
YPR071W	813.0	611.0
YPR072W	107.0	518.0
YPR073C	77.0	243.0
YPR074C	110.0	141.0
YPR075C	63.0	114.0
YPR078C		115.0
YPR079W	89.0	119.0
YPR080W	42.0	128.0
YPR081C	20.0	138.0
YPR082C	51.0	83.0
YPR083W	80.0	127.0
YPR084W	158.0	173.0
YPR085C	87.0	126.0
YPR086W	48.0	161.0
YPR088C	46.0	115.0
YPR089W	68.0	214.0
YPR091C	52.0	322.0
YPR093C	473.0	979.0
YPR094W	47.0	70.0
YPR095C	289.0	101.0
YPR096C		3321.0
YPR097W	295.0	117.0
YPR098C	674.0	48.0
YPR100W	38.0	101.0
YPR101W	29.0	218.0
YPR102C	102.0	93.0
YPR103W	85.0	60.0
YPR104C	292.0	386.0
YPR105C	221.0	76.0
YPR106W	72.0	94.0
YPR107C	121.0	201.0
YPR108W	80.0	242.0
YPR108W-A		56.0
YPR109W	231.0	124.0
YPR110C	14.0	239.0
YPR111W	58.0	255.0
YPR112C	52.0	105.0
YPR113W	25.0	106.0
YPR114W	129.0	102.0
YPR115W	214.0	275.0
YPR116W	33.0	1023.0
YPR117W	1410.0	92.0
YPR118W	32.0	73.0
YPR119W	958.0	550.0
YPR120C	143.0	204.0
YPR121W	943.0	67.0
YPR124W	194.0	231.0
YPR125W	113.0	186.0
YPR127W	58.0	85.0
YPR128C	60.0	97.0
YPR129W	37.0	92.0
YPR131C	45.0	207.0
YPR132W	92.0	122.0
YPR133C	87.0	75.0
YPR133W-A	66.0	175.0
YPR134W	59.0	134.0
YPR135W	68.0	304.0
YPR137C-A		2425.0
YPR137C-B		316.0
YPR137W	256.0	169.0
YPR138C	230.0	142.0
YPR139C	853.0	94.0
YPR140W	113.0	84.0
YPR141C	158.0	201.0
YPR143W	26.0	186.0
YPR144C	35.0	126.0
YPR145C-A	29.0	342.0
YPR145W	201.0	136.0
YPR147C	70.0	211.0
YPR148C	74.0	118.0
YPR149W	196.0	385.0
YPR151C	104.0	100.0
YPR152C	180.0	327.0
YPR153W	59.0	1130.0
YPR154W	58.0	320.0
YPR155C	94.0	148.0
YPR156C	325.0	265.0
YPR157W	92.0	138.0
YPR158C-C		2425.0
YPR158C-D		328.0
YPR158W	76.0	164.0
YPR158W-A		2958.0
YPR158W-B		331.0
YPR159C-A	1330.0	3124.0
YPR159W	354.0	313.0
YPR160W	233.0	177.0
YPR161C	1910.0	99.0
YPR162C	28.0	2351.0
YPR163C	91.0	117.0
YPR164W	57.0	665.0
YPR165W	1346.0	215.0
YPR166C	50.0	86.0
YPR167C	58.0	43.0
YPR168W	197.0	1703.0
YPR169W	811.0	89.0
YPR170W-B		201.0
YPR171W	341.0	77.0
YPR172W	30.0	138.0
YPR173C	892.0	69.0
YPR174C	21.0	1587.0
YPR175W	55.0	66.0
YPR176C	4.0	112.0
YPR178W	48.0	87.0
YPR179C	43.0	43.0
YPR180W	26.0	122.0
YPR181C	69.0	213.0
YPR182W	62.0	78.0
YPR183W	43.0	29.0
YPR184W	35.0	152.0
YPR185W	318.0	308.0
YPR186C	33.0	156.0
YPR187W	49.0	283.0
YPR188C	22.0	56.0
YPR189W	37.0	131.0
YPR190C	52.0	80.0
YPR191W	111.0	229.0
YPR192W	56.0	181.0
YPR193C	21.0	1867.0
YPR194C	330.0	183.0
YPR195C		761.0
YPR196W	315.0	434.0
YPR198W	57.0	215.0
YPR199C	10.0	180.0
YPR200C	1538.0	155.0
YPR201W		97.0
YPR202W	265.0	3883.0
YPR203W	1073.0	3591.0
YPR204W	1796.0	78.0
